code,name,ects,link,professor,description
MATH-498,Mathematics projects (master),10,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/mathematics-projects-master-MATH-498,Profs divers *,L'étudiant applique les compétences acquises dans un projet de recherche théorique ou appliqué.
MATH-416,Abstract analysis on groups,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/abstract-analysis-on-groups-MATH-416,Monod Nicolas,"We study analytic phenomena on groups, notably paradoxical decompositions, fixed point properties and harmonic functions."
MATH-521,Advanced analytic number theory,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/advanced-analytic-number-theory-MATH-521,,We will present the work of James Maynard (MF 2022) on the existence of bounded gaps between primes
MATH-535,Algebraic geometry III - selected topics,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/algebraic-geometry-iii-selected-topics-MATH-535,Schlegel Mejia Sebastian,"This course is an introduction to the theory of algebraic curves and surfaces. An important aim of the course is to develop geometric intuition while using the language of schemes developed in the basic algebraic geometry course, thus building a solid foundation for further study."
MATH-510,Algebraic geometry II - schemes and sheaves,10,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/algebraic-geometry-ii-schemes-and-sheaves-MATH-510,"Filipazzi Stefano, Mukhopadhyay Alapan",The aim of this course is to learn the basics of the modern scheme theoretic language of algebraic geometry.
MATH-493,Applied biostatistics,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/applied-biostatistics-MATH-493,Goldstein Darlene,"This course covers topics in applied biostatistics, with an emphasis on practical aspects of data analysis using R statistical software. Topics include types of studies and their design and analysis, high dimensional data analysis (genetic/genomic) and other topics as time and interest permit."
MATH-516,Applied statistics,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/applied-statistics-MATH-516,Mhalla Ep Marchand Linda,"The course will provide an overview of everyday challenges in applied statistics through case studies. Students will learn how to use core statistical methods and their extensions, and will use computational and problem-solving tools to provide reproducible solutions for the problems presented."
MATH-449,Biostatistics,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/biostatistics-MATH-449,Stensrud Mats Julius,"This course covers statistical methods that are widely used in medicine and biology. A key topic is the analysis of longitudinal data: that is, methods to evaluate exposures, effects and outcomes that are functions of time. While motivated by real-life problems, some of the material will be abstract"
MATH-437,Calculus of variations,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/calculus-of-variations-MATH-437,Michelat Alexis Paul Benjamin,"Introduction to classical Calculus of Variations and a selection of modern techniques. The Calculus of Variations aims at showing the existence of minimisers (or critical points) of functionals that naturally appear in mathematics and physics (Dirichlet energy, p-energy, etc)."
MATH-473,Complex manifolds,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/complex-manifolds-MATH-473,,The goal of this course is to help students learn the basic theory of complex manifolds and Hodge theory.
MATH-496,Computational linear algebra,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/computational-linear-algebra-MATH-496,,This is an introductory course to the concentration of measure phenomenon - random functions that depend on many random variables tend to be often close to constant functions.
MATH-453,Computational linear algebra,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/computational-linear-algebra-MATH-453,Kressner Daniel,"This course provides an overview of advanced techniques for solving large-scale linear algebra problems, as they typically arise in applications. A central goal of this course is to give the ability to choose a suitable solver for a given application."
MATH-530,Differential geometry IV - general relativity,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/differential-geometry-iv-general-relativity-MATH-530,Moschidis Georgios,"This course will serve as a basic introduction to the mathematical theory of general relativity. We will cover topics including the formalism of Lorentzian geometry, the formulation of the initial value problem for the Einstein equations and applications on the global structure of the spacetime."
MATH-540,Diophantine approximation,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/diophantine-approximation-MATH-540,,"The main theme in Diopahntine approximation is to approximate a real number by a rational number with a certain denominator bound. The course covers the case of one real number, that is classical and well understood, and proceeds to simultaneous Diophantine approximations."
MATH-478,Dispersive PDEs,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/dispersive-pdes-MATH-478,Krieger Joachim,"This course will give an introduction to some aspects of nonlinear dispersive partial differential equations. These are time evolution problems that arise in many contexts in physics, such as quantum mechanics, electrodynamics, fluid motion and relativity."
MATH-502,Distribution and interpolation spaces,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/distribution-and-interpolation-spaces-MATH-502,Michelat Alexis Paul Benjamin,The goal of this course is to give an introduction to the theory of distributions and cover the fundamental results of Sobolev spaces including fractional spaces that appear in the interpolation theory. Those notions are central to the study of partial differential equations (PDE).
MATH-522,Empirical processes,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/empirical-processes-MATH-522,Limnios Myrto,"From prototypical examples of estimators used by statisticians, to more complex nonparametric models, methods and theorems will be taught to study their (non)asymptotic behavior, when defined as mappings depending on an empirical measure based on a sample of random observations."
MATH-518,Ergodic theory,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/ergodic-theory-MATH-518,Richter Florian Karl,"This is an introductory course in ergodic theory, providing a comprehensive overlook over the main aspects and applications of this field."
MATH-500,Error control in scientific modelling,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/error-control-in-scientific-modelling-MATH-500,Herbst Michael,"Errors are ubiquitous in computational science as neither models nor numerical techniques are perfect. With respect to eigenvalue problems motivated from materials science and atomistic modelling we discuss, implement and apply numerical techniques for estimating simulation error."
CS-459,Foundations of probabilistic proofs,6,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/foundations-of-probabilistic-proofs-CS-459,Chiesa Alessandro,"Probabilistic proof systems (eg PCPs and IPs) have had a tremendous impact on theoretical computer science, as well as on real-world secure systems. They underlie delegation of computation protocols and hardness of approximation. This course covers the foundations of probabilistic proof systems."
MATH-426,Gaussian processes,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/gaussian-processes-MATH-426,,-
MATH-483,Gödel and recursivity,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/godel-and-recursivity-MATH-483,Duparc Jacques,Gödel incompleteness theorems and mathematical foundations of computer science
MATH-405,Harmonic analysis,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/harmonic-analysis-MATH-405,,"An introduction to methods of harmonic analysis. Covers convergence of Fourier series, Hilbert transform, Calderon-Zygmund theory, Fourier restriction, and applications to PDE."
MATH-436,Homotopical algebra,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/homotopical-algebra-MATH-436,,"This course will provide an introduction to model category theory, which is an abstract framework for generalizing homotopy theory beyond topological spaces and continuous maps. We will study numerous examples of model categories and their applications in algebra and topology."
MATH-505,HPC for numerical methods and data analysis,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/hpc-for-numerical-methods-and-data-analysis-MATH-505,Grigori Laura,The objective of this course is to provide the necessary background for designing efficient parallel algorithms in scientific computing as well as in the analysis of large volumes of data. The operations considered are the most costly steps at the heart of many complex numerical simulations.
MATH-504,Integer optimisation,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/integer-optimisation-MATH-504,,The course aims to introduce the basic concepts and results of integer optimization with special emphasis on algorithmic problems on lattices that have proved to be important in theoretical computer science and cryptography during the past 30 years.
MATH-523,Introduction to dynamical systems,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/introduction-to-dynamical-systems-MATH-523,Krieger Joachim,"An introduction to some key concepts and theorems from dynamical systems, including discrete dynamical systems as well as flows."
MATH-422,Introduction to riemannian geometry,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/introduction-to-riemannian-geometry-MATH-422,,La géométrie riemannienne est un (peut-être le) chapitre central de la géométrie différentielle et de la géométriec ontemporaine en général. Le sujet est très riche et ce cours est une modeste introduction aux bases du sujet.
MATH-485,Introduction to stochastic PDEs,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/introduction-to-stochastic-pdes-MATH-485,Hairer Martin,"Stochastic PDEs are used to model systems that are spatially extended and include a random component. This course gives an introduction to this topic, including some general measure theory, some Gaussian measure theory and some linear semigroup theory."
MATH-434,Lattice models,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/lattice-models-MATH-434,Hongler Clément,Lattice models consist of (typically random) objects living on a periodic graph. We will study some models that are mathematically interesting and representative of physical phenomena seen in the real world.
MATH-479,Linear algebraic groups,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/linear-algebraic-groups-MATH-479,,The aim of the course is to give an introduction to linear algebraic groups and to give an insight into a beautiful subject that combines algebraic geometry with group theory.
MATH-470,Martingales in financial mathematics,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/martingales-in-financial-mathematics-MATH-470,Schmutz Michael,"The aim of the course is to apply the theory of martingales in the context of mathematical finance. The course provides a detailed study of the mathematical ideas that are used in modern financial mathematics. Moreover, the concepts of complete and incomplete markets are discussed."
MATH-463,Mathematical modelling of behavior,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/mathematical-modelling-of-behavior-MATH-463,Bierlaire Michel,"Discrete choice models allow for the analysis and prediction of individuals' choice behavior. The objective of the course is to introduce both methodological and applied aspects, in the field of marketing, transportation, and finance."
MATH-513,Metric embeddings,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/metric-embeddings-MATH-513,,"The course aims to introduce the basic concepts and results on metric embeddings, or more precisely on approximate embeddings. This area has been under rapid development since the 90's and it has strong impact on algorithms for discrete optimization problems."
MATH-444,Multivariate statistics,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/multivariate-statistics-MATH-444,Panaretos Victor,"Multivariate statistics focusses on inferring the joint distributional properties of several random variables, seen as random vectors, with a main focus on uncovering their underlying dependence structure. This course offers a broad introduction to its concepts, methods & theory"
MATH-514,Nonlinear Schrödinger equations,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/nonlinear-schrodinger-equations-MATH-514,,"This course is an introduction to nonlinear Schrödinger equations (NLS) and, more generally, to nonlinear dispersive equations. We will discuss local and global well-posedness, conservation laws, the existence and stability of standing wave solutions, and solutions which blow up in finite time."
MATH-524,Nonparametric estimation and inference,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/nonparametric-estimation-and-inference-MATH-524,Chandak Rajita Ramesh,Nonparametric models are used to identify nonlinear relationships within data. This course gives a graduate-level overview of nonparametric statistical estimation and inference theory.
MATH-511,Number theory II.a - Modular forms,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/number-theory-ii-a-modular-forms-MATH-511,Viazovska Maryna,"In this course we will introduce core concepts of the theory of modular forms and consider several applications of this theory to combinatorics, harmonic analysis, and geometric optimization."
MATH-417,Number theory II.b - selected topics,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/number-theory-ii-b-selected-topics-MATH-417,Michel Philippe,"This year's topic is ""Additive combinatorics and applications."" We will introduce various methods from additive combinatorics, establish the sum-product theorem over finite fields and derive various applications (exponential sums, Cayley graphs attached to algebraic groups, etc...)."
MATH-489,Number theory II.c - Cryptography,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/number-theory-ii-c-cryptography-MATH-489,Jetchev Dimitar Petkov,The goal of the course is to introduce basic notions from public key cryptography (PKC) as well as basic number-theoretic methods and algorithms for cryptanalysis of protocols and schemes based on PKC.
MATH-452,Numerical integration of dynamical systems,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/numerical-integration-of-dynamical-systems-MATH-452,Blumenthal Adrian,"In this course we will introduce and study numerical integrators for multi-scale (or stiff) differential equations and dynamical systems with special geometric structures (symplecticity, reversibility, first integrals, etc.). These numerical methods are important for many applications."
MATH-450,Numerical integration of stochastic differential equations,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/numerical-integration-of-stochastic-differential-equations-MATH-450,Nobile Fabio,In this course we will introduce and study numerical integrators for stochastic differential equations. These numerical methods are important for many applications.
MATH-459,Numerical methods for conservation laws,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/numerical-methods-for-conservation-laws-MATH-459,Licht Martin Werner,"Introduction to the development, analysis, and application of computational methods for solving conservation laws with an emphasis on finite volume, limiter based schemes, high-order essentially non-oscillatory schemes, and discontinuous Galerkin methods."
MATH-468,"Numerics for fluids, structures & electromagnetics",5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/numerics-for-fluids-structures-electromagnetics-MATH-468,,Cours donné en alternance tous les deux ans
MATH-476,Optimal transport,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/optimal-transport-MATH-476,Fernandez-Real Girona Xavier,"The first part is devoted to Monge and Kantorovitch problems, discussing the existence and the properties of the optimal plan. The second part introduces the Wasserstein distance on measures and develops applications of optimal transport to PDEs, functional/geometric inequalities, traffic models."
MATH-512,Optimization on manifolds,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/optimization-on-manifolds-MATH-512,Boumal Nicolas,"We develop, analyze and implement numerical algorithms to solve optimization problems of the form min f(x) where x is a point on a smooth manifold. To this end, we first study differential and Riemannian geometry (with a focus dictated by computational concerns). We also discuss several applications"
MATH-403,Randomized matrix computations,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/randomized-matrix-computations-MATH-403,Kressner Daniel,"This course is concerned with randomized algorithms that have been developed during the last decade to solve large-scale linear algebra problems from, for example, scientific computing and statistical learning. Emphasis will be placed on both, the development and analysis of such algorithms."
MATH-408,Regression methods,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/regression-methods-MATH-408,Davison Anthony Christopher,General graduate course on regression methods
MATH-429,Representation Theory II - Lie groups and algebras,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/representation-theory-ii-lie-groups-and-algebras-MATH-429,Negut Andrei,"This is a standard course on Lie groups, Lie algebras and their representations."
MATH-492,Representation theory of semisimple lie algebras,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/representation-theory-of-semisimple-lie-algebras-MATH-492,,"We will establish the major results in the representation theory of semisimple Lie algebras over the field of complex numbers, and that of the related algebraic groups."
MATH-410,Riemann surfaces,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/riemann-surfaces-MATH-410,Mornev Maxim,"This course is an introduction to the theory of Riemann surfaces. Riemann surfaces naturally appear is mathematics in many different ways: as a result of analytic continuation, as quotients of complex domains under discontinuous group actions, as algebraic curves."
MATH-318,Set theory,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/set-theory-MATH-318,Duparc Jacques,"Set Theory as a foundational system for mathematics. ZF, ZFC and ZF with atoms. Relative consistency of the Axiom of Choice, the Continuum Hypothesis, the reals as a countable union of countable sets, the existence of a countable family of pairs without any choice function."
MATH-561,Spectral theory,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/spectral-theory-MATH-561,Genoud François Samer,This course is an introduction to the spectral theory of linear operators acting in Hilbert spaces. The main goal is the spectral decomposition of unbounded selfadjoint operators. We will also give elementary applications to quantum mechanics.
MATH-448,Statistical analysis of network data,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/statistical-analysis-of-network-data-MATH-448,Olhede Sofia Charlotta,A first course in statistical network analysis and applications.
MATH-517,Statistical computation and visualisation,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/statistical-computation-and-visualisation-MATH-517,Mhalla Ep Marchand Linda,"The course will provide the opportunity to tackle real world problems requiring advanced computational skills and visualisation techniques to complement statistical thinking. Students will practice proposing efficient solutions, and effectively communicating the results with stakeholders."
MATH-562,Statistical inference,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/statistical-inference-MATH-562,Davison Anthony Christopher,Inference from the particular to the general based on probability models is central to the statistical method. This course gives a graduate-level account of the main ideas of statistical inference.
MATH-412,Statistical machine learning,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/statistical-machine-learning-MATH-412,"Obozinski Guillaume Romain, Zemel Yoav",A course on statistical machine learning for supervised and unsupervised learning
MATH-486,Statistical mechanics and Gibbs measures,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/statistical-mechanics-and-gibbs-measures-MATH-486,,"This course provides a rigorous introduction to the ideas, methods and results of classical statistical mechanics, with an emphasis on presenting the central tools for the probabilistic description of infinite lattice systems."
MATH-442,Statistical theory,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/statistical-theory-MATH-442,Zemel Yoav,-
MATH-474,Statistics for genomic data analysis,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/statistics-for-genomic-data-analysis-MATH-474,Goldstein Darlene,"After a short introduction to basic molecular biology and genomic technologies, this course covers the most useful statistical concepts and methods for the analysis of genomic data."
MATH-560,Stochastic epidemic models,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/stochastic-epidemic-models-MATH-560,,This course is an introduction to some classical models of epidemics involving random mechanisms.
MATH-414,Stochastic simulation,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/stochastic-simulation-MATH-414,Nobile Fabio,"The student who follows this course will get acquainted with computational tools used to analyze systems with uncertainty arising in engineering, physics, chemistry, and economics. Focus will be on sampling methods as Monte Carlo, quasi Monte Carlo, Markov Chain Monte Carlo."
MATH-563,Student seminar in pure mathematics,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/student-seminar-in-pure-mathematics-MATH-563,Wyss Dimitri Stelio,"This seminar will be an introduction to homological algebra, a tool widely used in topology, algebraic geometry and many other modern areas of mathematics."
MATH-431,Theory of stochastic calculus,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/theory-of-stochastic-calculus-MATH-431,Duch Pawel,"Introduction to the mathematical theory of stochastic calculus: construction of stochastic Ito integral, proof of Ito formula, introduction to stochastic differential equations, Girsanov theorem and Feynman-Kac formula, martingale representation theorem."
MATH-494,Topics in arithmetic geometry,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/topics-in-arithmetic-geometry-MATH-494,,"P-adic numbers are a number theoretic analogue of the real numbers, which interpolate between arithmetics, analysis and geometry. In this course we study their basic properties and give various applications, notably we will prove rationality of the Weil Zeta function."
MATH-519,Topics in high-dimensional probability,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/topics-in-high-dimensional-probability-MATH-519,Aru Juhan,This is a theoretical course about probability in high dimensions. We will look at some mathematical phenomena appearing as the number of random variables grows large - e.g. concentration of measure or universality.
MATH-520,Topics in machine learning,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/topics-in-machine-learning-MATH-520,,"Mathematical analysis of modern supervised machine learning techniques, from linear methods to artificial neural networks."
MATH-487,Topics in stochastic analysis,6,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/topics-in-stochastic-analysis-MATH-487,Li-Hairer Xue-Mei,"This course offers an introduction to topics in stochastic analysis, oriented about theory of multi-scale stochastic dynamics. We shall learn the fundamental ideas, relevant techniques, and in general improve our knowledge of stochastic processes. We touch also trends in current research."
MATH-488,Topology IV.a -Algebraic K-theory,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/topology-iv-a-algebraic-k-theory-MATH-488,,"Algebraic K-theory, which to any ring R associates a sequence of groups, can be viewed as a theory of linear algebra over an arbitrary ring. We will study in detail the first two of these groups and applications of algebraic K-theory to number theory, algebraic topology, and representation theory."
MATH-506,Topology IV.b - cohomology rings,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/topology-iv-b-cohomology-rings-MATH-506,,"Singular cohomology is defined by dualizing the singular chain complex for spaces. We will study its basic properties, see how it acquires a multiplicative structure and becomes a graded commutative algebra. We study an algebraic version, namely group cohomology, and compare both approaches."
MATH-497,Topology IV.b - homotopy theory,5,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/topology-iv-b-homotopy-theory-MATH-497,Scherer Jérôme,"We propose an introduction to homotopy theory for topological spaces. We define higher homotopy groups and relate them to homology groups. We introduce (co)fibration sequences, loop spaces, and suspensions. We study long exact sequences. We construct Eilenberg-Mac Lane spaces."
MATH-596,Engineering internship (master in Applied Mathematics),30,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/engineering-internship-master-in-applied-mathematics-MATH-596,Profs divers *,L'étudiant effectue un stage en entreprise dans un domaine d'activité où ses compétences en mathématiques sont mises en valeur.
MATH-597,Engineering internship credited with master project (master in Mathematical Sciences),0,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/engineering-internship-credited-with-master-project-master-in-mathematical-sciences-MATH-597,Profs divers *,Cette fiche de cours concerne uniquement les étudiant(e)s en master ingénierie mathématique et qui effectuent un mineur. L'étudiant(e) effectue un stage en entreprise dans un domaine d'activité où ses compétences en mathématiques sont mises en valeur.
MATH-599,Master project in Mathematics,30,https://edu.epfl.ch/studyplan/en/master/applied-mathematics/coursebook/master-project-in-mathematics-MATH-599,Profs divers *,L'étudiant applique les compétences acquises dans un projet de recherche théorique ou appliqué.
PHYS-421,Physics project I,8,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/physics-project-i-PHYS-421,Profs divers *,L'étudiant·e applique les compétences acquises au cours de ses études dans une recherche effectuée dans l'un des laboratoires de la section de physique sous l'encadrement d'un·e enseignant·e de la section. Elle/il est présent dans le laboratoire un jour par semaine.
PHYS-422,Physics project II,8,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/physics-project-ii-PHYS-422,Profs divers *,L'étudiant.e applique les compétences acquises au cours de ses études dans une recherche effectuée dans l'un des laboratoires de la section de physique sous l'encadrement d'un.e enseignant.e de la section. Elle/il est présent dans le laboratoire un jour par semaine.
PHYS-761,Attosecond radiation sources,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/attosecond-radiation-sources-PHYS-761,"Carbone Fabrizio, Puppin Michele",This course describes the principles of attosecond photons and electron pulses generation
PHYS-463,Computational quantum physics,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/computational-quantum-physics-PHYS-463,Carleo Giuseppe,"The numerical simulation of quantum systems plays a central role in modern physics. This course gives an introduction to key simulation approaches, through lectures and practical programming exercises. Simulation methods based both on classical and quantum computers will be presented."
PHYS-403,Computer simulation of physical systems I,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/computer-simulation-of-physical-systems-i-PHYS-403,Pasquarello Alfredo,The two main topics covered by this course are classical molecular dynamics and the Monte Carlo method.
MSE-450,Electron microscopy: advanced methods,3,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/electron-microscopy-advanced-methods-MSE-450,Alexander Duncan Thomas Lindsay,"With this course, the student will learn advanced methods in transmission electron microscopy, especially what is the electron optical setup involved in the acquisition, and how to interpret the data. After the course, students will be able to understand and assess TEM encountered in papers."
PHYS-405,Experimental methods in physics,3,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/experimental-methods-in-physics-PHYS-405,"Cantoni Marco, Dwir Benjamin","The course's objectivs are: Learning several advenced methods in experimental physics, and critical reading of experimental papers."
PHYS-407,Frontiers in nanosciences,3,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/frontiers-in-nanosciences-PHYS-407,"Pivetta Marina, Rusponi Stefano","The students understand the relevant experimental and theoretical concepts of nanoscale science. The course covers basic concepts like quantum size effects and their characterization techniques, and hot fields like nanoscale magnetism and spintronics for data storage applications, and 2D materials."
PHYS-438,Fundamentals of biomedical imaging,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/fundamentals-of-biomedical-imaging-PHYS-438,Gruetter Rolf,"The goal of this course is to illustrate how modern principles of basic science approaches are integrated into the major biomedical imaging modalities of importance to biology and medicine, with an emphasis on those of interest to in vivo."
PHYS-448,Introduction to particle accelerators,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/introduction-to-particle-accelerators-PHYS-448,Seidel Mike,"The course presents basic physics ideas underlying the workings of modern accelerators. We will examine key features and limitations of these machines as used in accelerator driven sciences like high energy physics, materials and life sciences."
MICRO-422,Lasers: theory and modern applications,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/lasers-theory-and-modern-applications-MICRO-422,"Kippenberg Tobias, Moser Christophe","This course gives an introduction to Lasers by both considering fundamental principles and applications. Topics that are covered include the theory of lasers, laser resonators and laser dynamics. In addition to the basic concepts, a variety of interesting laser systems and applications are covered"
PHYS-467,Machine learning for physicists,6,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/machine-learning-for-physicists-PHYS-467,Zdeborová Lenka,"Machine learning and data analysis are becoming increasingly central in sciences including physics. In this course, fundamental principles and methods of machine learning will be introduced and practised."
QUANT-410,Microwave engineering in physics,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/microwave-engineering-in-physics-QUANT-410,Manucharyan Vladimir,"This course aims at teaching basic notions and tricks of microwave engineering to students with only an elementary knowledge of applied electromagnetism. Emphasis is made on topics that often arise in modern physics experiments, including quantum science and technology research."
PHYS-442,Modeling and design of experiments,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/modeling-and-design-of-experiments-PHYS-442,Fuerbringer Jean-Marie,"In the academic or industrial world, to optimize a system, it is necessary to establish strategies for the experimental approach. The DOE allows you to choose the best set of measurement points to minimize the variance of the results. The concepts learned are applicable in all areas."
PHYS-473,MRI Practicals on CIBM preclinical imaging systems,3,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/mri-practicals-on-cibm-preclinical-imaging-systems-PHYS-473,"Cudalbu Cristina Ramona, Lanz Bernard",The goal of this course is to teach students how to perform basic MRI and MRS experiments in-vivo and ex-vivo directly on preclinical horizontal ultra-high field MRI systems.
PHYS-460,"Nonlinear dynamics, chaos and complex systems",6,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/nonlinear-dynamics-chaos-and-complex-systems-PHYS-460,Février Olivier Claude Martin,The course provides students with the tools to approach the study of nonlinear systems and chaotic dynamics. Emphasis is given to concrete examples and numerical applications are carried out during the exercise sessions.
PHYS-470,Nonlinear optics for quantum technologies,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/nonlinear-optics-for-quantum-technologies-PHYS-470,Galland Christophe Marcel Georges,"This course provides the fundamental knowledge and theoretical tools needed to treat nonlinear optical interactions, covering both classical and quantum theory of nonlinear optics. It presents applications such as nonclassical state generation and coherent frequency conversion."
PHYS-445,Nuclear fusion and plasma physics,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/nuclear-fusion-and-plasma-physics-PHYS-445,Fasoli Ambrogio,"The goal of the course is to provide the physics and technology basis for controlled fusion research, from the main elements of plasma physics to the reactor concepts."
PHYS-461,Nuclear interaction : from reactors to stars,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/nuclear-interaction-from-reactors-to-stars-PHYS-461,Rochman Dimitri,"This course will present an overview of the nuclear interactions for neutrons on nuclei below a few hundreds of MeV. The aspect of so-called ""nuclear data"" will be presented from the perspective of experiments, compilation, calculation, evaluation, processing and applications."
PHYS-440,Particle detection,4,https://edu.epfl.ch/studyplan/en/master/applied-physics/coursebook/particle-detection-PHYS-440,Haefeli Guido,"The course will cover the physics of particle detectors. It will introduce the experimental techniques used in nuclear and particle physics. The lecture includes the interaction of particles with matter, scintillators, gas detectors, silicon detectors, detectors for particle ID and photo-detectors."
