code,name,ects,link,professor,description
MICRO-568,Seminar in physiology and instrumentation,2,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/seminar-in-physiology-and-instrumentation-MICRO-568,Radenovic Aleksandra,Acquérir la connaissance de l'état de l'art dans l'instrumentation bio-médicale. Comprendre la physiologie associée aux techniques de mesures.
EE-511,Sensors in medical instrumentation,3,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/sensors-in-medical-instrumentation-EE-511,"Chételat Olivier Pierre, Ionescu Anisoara","Fundamental principles and methods used for physiological signal conditioning. Electrode, optical, resistive, capacitive, inductive, and piezoelectric sensor techniques used to detect and convert physiological information to electrical signals. Medical devices for physiological signal monitoring."
EE-594,Smart sensors for IoT,3,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/smart-sensors-for-iot-EE-594,,"This lecture provides insights in the design and technologies of Internet-of-Things sensor nodes, with focus on low power technologies. The lectures alternate every two weeks between sensing technologies of various kinds (prof. Ionescu) and their integrated circuit readouts (prof. Enz)."
EE-584,Spacecraft design and system engineering,5,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/spacecraft-design-and-system-engineering-EE-584,"David Emmanuelle Brigitte Marie, Udriot Mathieu Jean-Pierre","The main objective of the course is to provide tools and notions for spacecraft design. The course will start with an introduction on systems engineering, then the different subsystems of a spacecraft will be explored. External teachers from industry will bring their expertise."
EE-585,Space mission design and operations,2,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/space-mission-design-and-operations-EE-585,Kuntzer Thibault Adrien,"This course is a ""concepts"" course. It introduces a variety of concepts to design and operate a space mission. These concepts cover orbital mechanics, spacecraft operation phases and critical subsystems."
ENG-510,Space propulsion,3,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/space-propulsion-ENG-510,Jäger Markus Hendrik,"The main objective of the course is to provide an overview about space propulsion systems like thermal propulsion systems, chemical propulsion systems and electrical propulsion systems. The secondary objective is to discuss all relevant equipment needed for propulsion systems ."
EE-587,"Space sustainability, a multidisciplinary approach",2,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/space-sustainability-a-multidisciplinary-approach-EE-587,"David Emmanuelle Brigitte Marie, Udriot Mathieu Jean-Pierre","The students will learn the history and geopolitical challenges of space sust. Different tools and methods to measure, understand and act for space sust. will be presented. Throughout group work, the students will evaluate the technical, economical, governance and geopolitical aspects of space sust."
MATH-413,Statistics for data science,8,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/statistics-for-data-science-MATH-413,"Chandak Rajita Ramesh, Limnios Myrto","Statistics lies at the foundation of data science, providing a unifying theoretical and methodological backbone for the diverse tasks enountered in this emerging field. This course rigorously develops the key notions and methods of statistics, with an emphasis on concepts rather than techniques."
MSE-341,Sustainability and materials,3,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/sustainability-and-materials-MSE-341,Abitbol Tiffany,The aim of the course is to provide an overview of sustainability issues as they relate to materials science.
ENV-461,Sustainability assessment of urban systems,3,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/sustainability-assessment-of-urban-systems-ENV-461,"Binder Signer Claudia Rebeca, Heinrich Matthias","This course enables students to think critically about sustainability and to carry out a sustainability assessment based on problems of urban areas. At the end of the course, students are able to develop their own sustainability assessment using the Sustainability Solution Space methodology."
CS-473,System programming for Systems-on-chip,6,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/system-programming-for-systems-on-chip-CS-473,Kluter Ties Jan Henderikus,"To efficiently program embedded systems an understanding of their architectures is required. After following this course students will be able to take an existing SoC, understand its architecture, and efficiently program it."
EE-555,Systems and architectures for signal processing,3,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/systems-and-architectures-for-signal-processing-EE-555,Mattavelli Marco,"Study of the essential components and implementation technologies of digital signal processing and communication systems from the theoretical, algorithmic and system implementation point of view."
COM-407,TCP/IP networking,8,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/tcp-ip-networking-COM-407,Nikolopoulos Pavlos,In the lectures you will learn and understand the main ideas that underlie and the way communication networks are built and run. In the labs you will exercise practical configurations.
EE-530,Test of VLSI systems,2,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/test-of-vlsi-systems-EE-530,Schmid Alexandre,"Test of VLSI Systems covers theoretical knowledge related to the major algorithms used in VLSI test, and design for test techniques. Basic knowledge related to computer-aided design for test techniques, and their integration into a design-flow are presented."
EE-493,Transdisciplinary project,4,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/transdisciplinary-project-EE-493,Profs divers *,
MGT-418,Convex optimization,5,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/convex-optimization-MGT-418,Kuhn Daniel,This course introduces the theory and application of modern convex optimization from an engineering perspective.
EE-424,Fundamentals of analog VLSI design,4,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/fundamentals-of-analog-vlsi-design-EE-424,"Choo Kyojin, Enz Christian",
EE-411,Fundamentals of inference and learning,4,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/fundamentals-of-inference-and-learning-EE-411,Krzakala Florent Gérard,"This is an introductory course in the theory of statistics, inference, and machine learning, with an emphasis on theoretical understanding & practical exercises. The course will combine, and alternate, between mathematical theoretical foundations and practical computational aspects in python."
EE-557,Semiconductor devices I,4,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/semiconductor-devices-i-EE-557,Matioli Elison de Nazareth,
EE-472,Smart grids technologies,5,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/smart-grids-technologies-EE-472,Paolone Mario,Learn the technologies and methodologies used in the context of the operation of future power grids and be able to deploy/implement/test them.
EE-442,Wireless receivers: algorithms and architectures,4,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/wireless-receivers-algorithms-and-architectures-EE-442,Burg Andreas Peter,"The students will learn about the basic principles of wireless communication systems, including transmission and modulation schemes as well as the basic components and algorithms of a wireless receiver. They develop an understanding for the wireless channel and system performance and limitations."
EE-596(a),Engineering internship (master in Electrical and Electronical engineering),30,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/engineering-internship-master-in-electrical-and-electronical-engineering-EE-596-A,Profs divers *,L'étudiant effectue un stage en entreprise dans un domaine d'activité où les compétences de l'ingénieur en électricité et électronique sont mises en valeur.
EE-597,Engineering internship credited with master project (master in Electrical and Electronical engineering),0,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/engineering-internship-credited-with-master-project-master-in-electrical-and-electronical-engineering-EE-597,Profs divers *,L'étudiant effectue un stage en entreprise dans un domaine d'activité où les compétences de l'ingénieur en électricité et électronique sont mises en valeur
EE-599(a),Master project in Electrical and Electronic Engineering,30,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/master-project-in-electrical-and-electronic-engineering-EE-599,Profs divers *,L'étudiant effectue un Projet de Master académique ou industriel. Il/elle utilisera ses compétences et ses connaissances exigées pour accomplir un travail de Master indépendant en Génie électrique et électronique.
MGT-418,Convex optimization,5,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/convex-optimization-MGT-418,Kuhn Daniel,This course introduces the theory and application of modern convex optimization from an engineering perspective.
MSE-441,Electrochemistry for materials technology,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/electrochemistry-for-materials-technology-MSE-441,"Frantz Cédric, Van Herle Jan",This course aims at familiarizing the student with state of the art applications of electrochemistry in materials science and technology as well as material requirements for electrochemical engineering.
ME-409,Energy conversion and renewable energy,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/energy-conversion-and-renewable-energy-ME-409,"Maréchal François, Nguyen Tuong-Van","This course presents an overview of (i) the current energy system and uses (ii) the main principles of conventional and renewable energy technologies and (iii) the most important parameters that define their efficiency, costs and environmental impacts."
ENG-410,"Energy supply, economics and transition",2,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/energy-supply-economics-and-transition-ENG-410,"Ballif Christophe, Binder Signer Claudia Rebeca, Thalmann Philippe","This course examines energy systems from various angles: available resources, how they can be combined or substituted, their private and social costs, whether they can meet the energy demand, and how the transition to a renewable energy system can be fostered."
MICRO-565,Fundamentals & processes for photovoltaic devices,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/fundamentals-processes-for-photovoltaic-devices-MICRO-565,Ballif Christophe,"The objective of this lecture is to give an in-depth understanding of the physics and manufacturing processes of photovoltaic solar cells and related devices (photodetectors, photoconductors). The principle and techniques addressed in this lecture will be useful in a wide range of related fields."
ME-459,Heat pump systems,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/heat-pump-systems-ME-459,Schiffmann Jürg Alexander,"This course aims to study heat pumping cycles and technologies, and equipment, such as compressors (positive displacement and dynamic), heat exchangers, and expansion valves."
ME-453,Hydraulic turbomachines,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/hydraulic-turbomachines-ME-453,Vagnoni Elena,"Master lecture on Hydraulic Turbomachines: impulse and reaction turbines,pumps and pump-turbines."
ENG-412,Project in energy I,10,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/project-in-energy-i-ENG-412,Profs divers *,
ME-465,Advanced heat transfer,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/advanced-heat-transfer-ME-465,,"The course will deepen the fundamentals of heat transfer. Particular focus will be put on radiative and convective heat transfer, and computational approaches to solve complex, coupled heat transfer problems."
ENV-409,Air pollution,5,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/air-pollution-ENV-409,"Reimann Bhend Stefan, Takahama Satoshi, Violaki Kalliopi",A survey course describing the origins of air pollution and climate change
MATH-261,Discrete optimization,5,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/discrete-optimization-MATH-261,Eisenbrand Friedrich,"This course is an introduction to linear and discrete optimization. Warning: This is a mathematics course! While much of the course will be algorithmic in nature, you will still need to be able to prove theorems."
ChE-304,Energy systems engineering,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/energy-systems-engineering-CHE-304,Luterbacher Jeremy,"This course will provide a toolkit to students to understand and analyze sustainable energy systems. In addition, the main sustainable energy technologies will be introduced and their governing principles explained."
EE-406,Fundamentals of electrical circuits and systems I,2,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/fundamentals-of-electrical-circuits-and-systems-i-EE-406,Thiran Jean-Philippe,"This course gives you an introduction to signal processing, focusing on the Fourier transform, on signal sampling and reconstruction and the Discrete Fourier transform."
EE-407,Fundamentals of electrical circuits and systems II,2,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/fundamentals-of-electrical-circuits-and-systems-ii-EE-407,Rachidi-Haeri Farhad,This course provides an introduction to the theory and analysis methods of electrical circuits.
ME-341,Heat and mass transfer,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/heat-and-mass-transfer-ME-341,Tagliabue Giulia,"This course covers fundamentals of heat transfer and applications to practical problems. Emphasis will be on developing a physical and analytical understanding of conductive, convective, and radiative heat transfer."
ME-443,Hydroacoustic for hydropower plants,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/hydroacoustic-for-hydropower-plants-ME-443,Nicolet Christophe,"Introduction to pressure wave propagation phenomena in hydraulic circuits, water hammer calculations, transient behaviour of hydroelectric plants, 1D numerical simulation of the dynamic behaviour of Francis, Pelton and Kaplan turbines, and study of the stability of these systems."
EE-456,Hydropower plants: generating and pumping units,2,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/hydropower-plants-generating-and-pumping-units-EE-456,Vagnoni Elena,"Master Lecture on the different layouts of hydropower plants. Detailing the specification of generating units (with Pelton, Francis, Kaplan and Bulb turbines), and pumped-storage hydropower plants (reversible and ternary units)."
EE-465,Industrial electronics I,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/industrial-electronics-i-EE-465,Dujic Drazen,"The course deals with the control of grid connected power electronic converters for renewable applications, covering: converter topologies, pulse width modulation, modelling, control algorithms and controllers (PID and PR), coordinate frame transformations, grid monitoring and synchronisation (PLL)."
ENV-510,Life cycle assessment in energy systems,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/life-cycle-assessment-in-energy-systems-ENV-510,Margni Manuele Domenico,"This course will introduce students to the Life Cycle Assessment (LCA) as a holistic approach to evaluate, among others, energy conversion technologies throughout their entire value chain, and across multiple environmental problems beyond climate change."
ME-516,Lifecycle performance of product systems,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/lifecycle-performance-of-product-systems-ME-516,Friot Damien Antoine,"Provide the conceptual, technical and methodological understanding for evaluating the environmental, and social performance of products and services over their life cycle."
ME-446,Liquid-gas interfacial heat and mass transfer,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/liquid-gas-interfacial-heat-and-mass-transfer-ME-446,Lu Zhengmao,"This course covers the fundamental and practical analysis of liquid-gas interfacial heat and mass transfer in various contexts including power generation, water purification, and cooling. Students will learn about the multiscale physics involved in evaporation, boiling, and condensation."
MICRO-455,Machine learning I,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/machine-learning-i-MICRO-455,Billard Aude,
MGT-466,Negotiation techniques,2,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/negotiation-techniques-MGT-466,Williams Jack Richard,"This course is designed to give you a practical, hands-on opportunity to learn the basics of negotiating, self leadership and the impact of culture. Strategies and techniques are presented and practiced that will enable you to develop your skills and become a savvy and sophisticated negotiator."
PHYS-445,Nuclear fusion and plasma physics,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/nuclear-fusion-and-plasma-physics-PHYS-445,Fasoli Ambrogio,"The goal of the course is to provide the physics and technology basis for controlled fusion research, from the main elements of plasma physics to the reactor concepts."
EE-362,Power systems analysis,5,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/power-systems-analysis-EE-362,Paolone Mario,"The course provides the fundamental concepts to model power systems, understand their operation and design/coordinate some of its main components."
MGT-482,Principles of finance,5,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-finance-MGT-482,Morellec Erwan,"The course provides a market-oriented framework for analyzing the major financial decisions made by firms. It provides an introduction to valuation techniques, investment decisions, asset valuation, financing decisions, and sustainable finance."
MGT-454,Principles of microeconomics,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-microeconomics-MGT-454,Mack Jan Alexander Karl,"The course allows students to get familiarized with the basic tools and concepts of modern microeconomic analysis. Based on graphical reasoning and analytical calculus, it constantly links to real economic issues."
ENV-500,Solid waste engineering,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/solid-waste-engineering-ENV-500,Ludwig Christian,"The book ""Solid Waste Engineering - A Global Perspective"" is the basis for this course. This textbook is an excellent introduction to the field of Solid Waste Engineering and gives insight into relevant solid waste treatment technologies and practices. Transversal skills will be fostered as well."
ChE-414,Thermodynamics of energy conversion and storage,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/thermodynamics-of-energy-conversion-and-storage-CHE-414,Züttel Andreas,The course is an introduction to the energy conversion. It focusses on the thermodynamics of the engines and systems for the conversion of energy from fossil fuels and renewable resources. The relevant aspects of modern energy conversion are treated and the potentials and limitations are estimated.
CIVIL-466,Water resources engineering and management,5,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/water-resources-engineering-and-management-CIVIL-466,"Bieri Martin Peter, Leite Ribeiro Marcelo, Perona Paolo","The course focuses on designing and managing water systems to ensure sustainable use for both human and environmental needs. Engineering aspects:water quantity, quality, timing, distribution. Management: economic evaluation of water systems in the context of global changes and financial constraints."
ME-524,Advanced control systems,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/advanced-control-systems-ME-524,Karimi Alireza,"This course covers some theoretical and practical aspects of robust and adaptive control. This includes H-2 and H-infinity control in model-based and data-driven framework by convex optimization, direct, indirect and switching adaptive control. The methods are implemented in a hands-on lab."
ME-451,Advanced energetics,5,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/advanced-energetics-ME-451,Maréchal François,"Methods for the rational use and conversion of energy in industrial processes : how to analyse the energy usage, calculate the heat recovery by pinch analysis, define heat exchanger network, integrate heat pumps and cogeneration units and realise exergy analysis of energy conversion systems."
EE-588,Advanced lab in electrical energy systems,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/advanced-lab-in-electrical-energy-systems-EE-588,"Hodder André, Robert Sylvain","The purpose of this teaching lab is to put together all the concepts learned during the course into electrical energy by the implementation of an islanded production unit. The number of places is limited, therefore the student must contact the teacher before the beginning of the course."
CS-401,Applied data analysis,8,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/applied-data-analysis-CS-401,Brbic Maria,"This course teaches the basic techniques, methodologies, and practical skills required to draw meaningful insights from a variety of data, with the help of the most acclaimed software tools in the data science world (pandas, scikit-learn, Spark, etc.)"
ENV-470,Development engineering,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/development-engineering-ENV-470,"Makohliso Solomzi, Schönenberger Klaus Benedikt","This course teaches the fundamentals of technologies for development (Development Engineering) to design, pilot, and deploy appropriate, affordable and robust technologies to address sustainable development challenges and especially those related to extreme poverty in Low-income settings."
ENG-466,Distributed intelligent systems,5,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/distributed-intelligent-systems-ENG-466,Martinoli Alcherio,The goal of this course is to provide methods and tools for modeling distributed intelligent systems as well as designing and optimizing coordination strategies. The course is a well-balanced mixture of theory and practical activities.
EE-576,Electromagnetic compatibility,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/electromagnetic-compatibility-EE-576,Rachidi-Haeri Farhad,"In this lecture, students will get the basic knowledge on electromagnetic compatibility."
ENG-445,Energy and comfort in buildings,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/energy-and-comfort-in-buildings-ENG-445,"Khovalyg Dolaana, Licina Dusan, Sonta Andrew James","The course presents the fundamentals of energy demand in buildings while emphasizing the need for the comfort and well-being of occupants. In addition, prioritizations and trade-offs between energy and comfort are discussed."
EE-466,"Energy storage in power systems: technologies, applications and future needs",3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/energy-storage-in-power-systems-technologies-applications-and-future-needs-EE-466,Sossan Fabrizio,"This course reviews the main energy storage technologies, their attributes, mathematical models, and applications (stationary and mobile), from design to operations and control. Battery systems, whose application and development rates today are among the most relevant, will be given special focus."
ME-551,Engines and fuel cells,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/engines-and-fuel-cells-ME-551,Van Herle Jan,"The students describe and explain the thermodynamic and operating principles of internal combustion engines and all fuel cell types, identify the determining physical parameters for the operating regimes, the efficiencies and the polluting emissions, and compare the systems against each other."
ENG-420,Environmental transport phenomena,5,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/environmental-transport-phenomena-ENG-420,"Crouzy Benoît, Porté Agel Fernando","The course aims at introducing basic physical aspects of molecular and turbulent diffusion, as well as of dispersion processes, their mathematical modeling, solutions and related environmental applications"
CIVIL-469,Hydropower schemes and pumped-storage,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/hydropower-schemes-and-pumped-storage-CIVIL-469,"De Almeida Manso Pedro Filipe, De Cesare Giovanni","The course deals with the conception and design of hydraulic structures used for production and/or storage of electric energy, including pumped hydro energy storage (PHES). We discuss their technical/social/economical/environmental feasibility in the Swiss/European/Global energy transition."
CS-487,Industrial automation,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/industrial-automation-CS-487,"Sommer Philipp Alexander, Tournier Jean-Charles","This course consists of two parts: 1) architecture of automation systems, hands-on lab 2) dependable systems and handling of faults and failures in real-time systems, including fault-tolerant computing"
EE-565,Industrial electronics II,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/industrial-electronics-ii-EE-565,Dujic Drazen,The course is dealing with high performance drives and methods to control various electrical machines by means of power electronic converter and advanced control methods.
ENV-501,Material flow analysis and resource management,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/material-flow-analysis-and-resource-management-ENV-501,"Binder Signer Claudia Rebeca, Felix Martin Del Campo Francisco Xavier","This course provides the basis to understand material and energy production and consumption processes. Students learn how to develop a material flow analysis and apply it to resource management cases. They analyze the implications of their models on resource use, economic activities and policy."
ME-454,Modelling and optimization of energy systems,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/modelling-and-optimization-of-energy-systems-ME-454,Maréchal François,"The goal of the lecture is to present and apply techniques for the modelling and the thermo-economic optimisation of industrial process and energy systems. The lecture covers the problem statement, the solving methods for the simulation and the single and multi-objective optimisation problems."
ME-425,Model predictive control,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/model-predictive-control-ME-425,Jones Colin Neil,"Provide an introduction to the theory and practice of Model Predictive Control (MPC). Main benefits of MPC: flexible specification of time-domain objectives, performance optimization of highly complex multivariable systems and ability to explicitly enforce constraints on system behavior."
EE-570,Power system restructuring and deregulation,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/power-system-restructuring-and-deregulation-EE-570,Cherkaoui Sidi-Rachid,This course presents different types and mechanisms of electricity markets. It addresses in particular their impacts on power/distribution systems operation and consequently the appropriate strategies capable to ensure a secure and reliable functioning.
ME-460,Renewable energy (for ME),4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/renewable-energy-for-me-ME-460,"Haussener Sophia, Van Herle Jan","The students assess and compare all renewable energy resources, their real potentials, limitations and best applications (energy services). Solar thermal, solar electric, wood, bioliquids, biogas, hydropower incl. tidal and wave power, wind, geothermal incl. heat pumps and buildings."
ENV-402,Sanitary engineering for development,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/sanitary-engineering-for-development-ENV-402,Lüthi Christoph,"This MSc course deals with the water, sanitation and solid waste challenges in developing countries. You will learn about the current dialogue in these topics, identify key players, know existing options of water & sanitation technologies, and be able to design and evaluate a technical project."
EE-557,Semiconductor devices I,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/semiconductor-devices-i-EE-557,Matioli Elison de Nazareth,
EE-472,Smart grids technologies,5,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/smart-grids-technologies-EE-472,Paolone Mario,Learn the technologies and methodologies used in the context of the operation of future power grids and be able to deploy/implement/test them.
ME-468,Solar energy conversion,4,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/solar-energy-conversion-ME-468,,"The course will provide fundamentals and technological details of solar energy conversion devices and systems, including 1) solar fuels by photoelectrochemistry, photocatalysis, and solar thermochemistry, 2) solar electricity by PV and concentrated solar power, and 3) solar heat by solar collectors."
ENV-461,Sustainability assessment of urban systems,3,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/sustainability-assessment-of-urban-systems-ENV-461,"Binder Signer Claudia Rebeca, Heinrich Matthias","This course enables students to think critically about sustainability and to carry out a sustainability assessment based on problems of urban areas. At the end of the course, students are able to develop their own sustainability assessment using the Sustainability Solution Space methodology."
ENV-405,Water and wastewater treatment,5,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/water-and-wastewater-treatment-ENV-405,"Holliger Christof, von Gunten Urs","This course on water and wastewater treatment shows how to implement and design different methods and techniques to eliminate organic matter, nitrogen and phosporous from wastewater, and how to apply physical and chemical methods and techniques to produce drinking water."
ENG-413,Project in energy II,9,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/project-in-energy-ii-ENG-413,Profs divers *,
EE-595,Engineering internship credited with master project (master in Energy science and technology),0,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/engineering-internship-credited-with-master-project-master-in-energy-science-and-technology-EE-595,Profs divers *,"Le stage obligatoire a plusieurs buts: immersion de l'étudiant dans le monde professionnel, renforcer l'importance du travail en équipe, se familiariser avec les procédures et les attentes de l'entreprise et appliquer les compétences acquises au cours de ses études à l'EPFL."
ENV-596,Design project,10,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/design-project-ENV-596,Profs divers *,"Mise en pratique des connaissances acquises dans un projet proposé par un bureau d'ingénieur, une administration ou un laboratoire affilié à SIE. Projet avec une orientation d'ingénierie ou de recherche et focalisé sur la conception et l'étude de solutions."
ENV-591(b),Projet SIE individuel,10,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/projet-sie-individuel-ENV-591-A,Profs divers *,Projet de recherche individuel qui met en pratique la formation théorique spécifique au domaine SIE. Ce projet se fait dans un laboratoire de l'ingénierie de l'environnement (IIE).
ENV-407,Atmospheric processes: from cloud to global scales,5,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/atmospheric-processes-from-cloud-to-global-scales-ENV-407,"Berne Alexis, Gehring Josué Etienne, Nenes Athanasios","The main objective is to present important atmospheric processes from the local to global scales. The course will start with cloud processes, continue to synoptic phenomena like extratropical cyclones and fronts, to finally cover numerical modeling at the regional and global scales."
ENV-408,Sensing and spatial modeling for earth observation,5,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/sensing-and-spatial-modeling-for-earth-observation-ENV-408,"Berne Alexis, Skaloud Jan, Tuia Devis","Students get acquainted with the process of mapping from images (orthophoto and DEM), as well as with methods for monitoring the Earth surface using remotely sensed data. Methods will span from machine learning to geostatistics and model the spatiotemporal variability of processes."
ENV-421,"Sustainability, climate and energy",5,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/sustainability-climate-and-energy-ENV-421,"Chappellaz Jérôme, Schnidrig Jonas","The course provides students with a comprehensive scientific understanding of the links between climate and energy systems in the context of sustainability. It will cover topics related to natural and anthropogenic climate change, the fundamentals of energy systems and their efficiency."
ENV-405,Water and wastewater treatment,5,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/water-and-wastewater-treatment-ENV-405,"Holliger Christof, von Gunten Urs","This course on water and wastewater treatment shows how to implement and design different methods and techniques to eliminate organic matter, nitrogen and phosporous from wastewater, and how to apply physical and chemical methods and techniques to produce drinking water."
CIVIL-466,Water resources engineering and management,5,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/water-resources-engineering-and-management-CIVIL-466,"Bieri Martin Peter, Leite Ribeiro Marcelo, Perona Paolo","The course focuses on designing and managing water systems to ensure sustainable use for both human and environmental needs. Engineering aspects:water quantity, quality, timing, distribution. Management: economic evaluation of water systems in the context of global changes and financial constraints."
ENV-409,Air pollution,5,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/air-pollution-ENV-409,"Reimann Bhend Stefan, Takahama Satoshi, Violaki Kalliopi",A survey course describing the origins of air pollution and climate change
