code,name,ects,link,professor,description
CIVIL-312,Hydraulic structures and schemes,5,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/hydraulic-structures-and-schemes-CIVIL-312,"Amini Azin, De Almeida Manso Pedro Filipe, De Cesare Giovanni","Les aménagements hydrauliques sont indispensable pour garantir l'approvisionnement en énergie écophile et renouvelable, de même que l'approvisionnement en eau de bonne qualité et en quantité suffisante pour lutter contre la faim, la pauvreté et les maladies dans le monde."
MATH-251(a),Numerical analysis,3,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/numerical-analysis-MATH-251-A,Kressner Daniel,"This course presents numerical methods for the solution of mathematical problems such as systems of linear and non-linear equations, functions approximation, integration and differentiation, and differential equations."
CIVIL-321,Numerical modelling of solids and structures,4,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/numerical-modelling-of-solids-and-structures-CIVIL-321,"Anciaux Guillaume, Molinari Jean-François","La modélisation numérique des solides est abordée à travers la méthode des éléments finis. Les aspects purement analytiques sont d'abord présentés, puis les moyens d'interpolation, d'intégration et de résolution de la mécanique sont étudiés."
CIVIL-323,Reinforced concrete structures,5,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/reinforced-concrete-structures-CIVIL-323,Ruggiero David Michael Volpe,"This course introduces the student to the behaviour and design of reinforced concrete structures. The student will learn the principles of analysis of reinforced concrete and how to design common concrete elements including columns, beams, and slabs."
CIVIL-308,Rock mechanics,5,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/rock-mechanics-CIVIL-308,"Sandrone Federica, Violay Marie Estelle Solange","Les étudiants comprennent le comportement mécanique de la roche intacte, des joints et des massifs rocheux et savent déterminer les facteurs influençant un projet. Ils savent utiliser les méthodes appropriées pour analyser et dimensionner l'excavation et le soutènement des ouvrages souterrains."
CIVIL-349,Traffic engineering,4,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/traffic-engineering-CIVIL-349,Geroliminis Nikolaos,Introduce the major elements of transportation systems and traffic engineering: develop analytical and technical skills in applying the fundamentals of the transport field; understand the key concepts and physics of the transport phenomena;connect with real transportation problems and data analytics
CIVIL-324,Urban public transport systems,3,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/urban-public-transport-systems-CIVIL-324,"Yao Rui, Zhang Kenan","An introduction to urban public transport systems. The lectures cover the planning, operation, and management problems of different types of public transport services, along with assignments strengthening the understanding of base models and the group project tackling real-world problems."
CIVIL-309,Urban Thermodynamics,3,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/urban-thermodynamics-CIVIL-309,Khovalyg Dolaana,"The course analyzes urban neighborhoods from a thermodynamics perspective, emphasizing heat exchange among buildings, vegetation, water, ground, environment, and people. A group project highlights the Urban Heat Island effect and mitigation strategies for human comfort and building performance."
CIVIL-390,Project in civil engineering,5,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/project-in-civil-engineering-CIVIL-390,Profs divers *,Application des connaissances acquises au bachelor à un projet de génie civil
CIVIL-332,Data Science for infrastructure condition monitoring,3,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/data-science-for-infrastructure-condition-monitoring-CIVIL-332,Fink Olga,"The course will cover the relevant steps of data-driven infrastructure condition monitoring, starting from data acquisition, going through the steps pre-processing of real data, feature engineering to developing suitable machine learning algorithms."
CIVIL-331,Dimensioning of Timber structures,3,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/dimensioning-of-timber-structures-CIVIL-331,Natterer Johannes,"Ce cours permet de maitriser les aspects fondamentaux et pratiques du dimensionnement des structures en bois. Il traite des poutres, des poteaux, des assemblages, des systèmes porteurs et des problèmes de stabilité."
ENG-267,Estimation methods,4,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/estimation-methods-ENG-267,Skaloud Jan,Les étudiants traitent des observations entachées d'incertitude de manière rigoureuse. Ils maîtrisent les principales méthodes de compensation des mesures et d'estimation des paramètres. Ils appliquent certains modèles à des problèmes concrets issus de diverses sciences expérimental.
ENV-342,Geographic information system (GIS),5,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/geographic-information-system-gis-ENV-342,Joost Stéphane,"Acquisition de concepts et compétences de base liées à la représentation numérique des données géographiques et à leur insertion dans des SIG. Apprentissage de processus d'analyse spatiale pour les ingénieurs SIE et GC (autocorrélation spatiale, interpolation, modèles numériques d'altitude)."
ME-341,Heat and mass transfer,4,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/heat-and-mass-transfer-ME-341,Tagliabue Giulia,"This course covers fundamentals of heat transfer and applications to practical problems. Emphasis will be on developing a physical and analytical understanding of conductive, convective, and radiative heat transfer."
ENV-221,Hydrology for engineers,5,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/hydrology-for-engineers-ENV-221,Bonetti Sara,This is an introductory course to key concepts and methods in physical and engineering hydrology.
CIVIL-307,Numerical representation / BIM,3,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/numerical-representation-bim-CIVIL-307,Domer Bernd,"Le cours traite la modélisation des ouvrages en utilisant la méthode du Building Information Modeling (BIM), adaptée aux besoins de l'ingénieur civil. Il intègre les notions d'échange de modèles numériques entre logiciels et les parties prenantes d'un projet, du travail collaboratif et de la gestion"
ENG-366,"Signals, instruments and systems",5,https://edu.epfl.ch/studyplan/en/bachelor/civil-engineering/coursebook/signals-instruments-and-systems-ENG-366,Martinoli Alcherio,"The goal of this course is to transmit knowledge in sensing, computing, communicating, and actuating for programmable field instruments and, more generally, embedded systems. The student will be able to put in practice the knowledge acquired using concrete software and hardware tools."
CS-250,Algorithms I,8,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/algorithms-i-CS-250,"Chiesa Alessandro, Svensson Ola Nils Anders","The students learn the theory and practice of basic concepts and techniques in algorithms. The course covers mathematical induction, techniques for analyzing algorithms, elementary data structures, major algorithmic paradigms such as dynamic programming, sorting and searching, and graph algorithms."
MATH-203(d),Analysis III (for IC),6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/analysis-iii-for-ic-MATH-203-D,Licht Martin Werner,The course studies the fundamental concepts of vector analysis and Fourier analysis with a view to using them to solve multidisciplinary scientific engineering problems.
COM-202,Signal processing,8,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/signal-processing-COM-202,"Prandoni Paolo, Shkel Yanina Yurina","Signal processing theory and applications: discrete and continuous time signals; Fourier analysis, DFT, DTFT, CTFT, FFT, STFT; linear time invariant systems; filter design and adaptive filtering; sampling; interpolation and quantization; image processing, data communication and control systems."
CS-202,Computer systems,8,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/computer-systems-CS-202,"Argyraki Aikaterini, Chappelier Jean-Cédric, Kashyap Sanidhya","This course will teach operating systems and networks in an integrated fashion,emphasising the fundamental concepts and techniques that make their interaction possible/practical. Core lectures will be coupled with C programming lectures and assignments for hands-on experience."
PHYS-114,General physics : electromagnetism,4,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/general-physics-electromagnetism-PHYS-114,Avino Fabio,"Le cours traite des concepts de l'électromagnétisme, avec le support d'expériences. Les sujets traités inclus l'électrostatique, le courant électrique et circuits, la magnétostatique, l'induction électromagnétique, les équations de Maxwell, les ondes électromagnétiques, et la lumière comme onde."
CS-233,Introduction to machine learning,6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/introduction-to-machine-learning-CS-233,"Fua Pascal, Salzmann Mathieu","Machine learning and data analysis are becoming increasingly central in many sciences and applications. In this course, fundamental principles and methods of machine learning will be introduced, analyzed and practically implemented."
MATH-232,Probability and statistics (for IC),6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/probability-and-statistics-for-ic-MATH-232,Abbé Emmanuel,A basic course in probability and statistics
MATH-310,Algebra,4,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/algebra-MATH-310,Lachowska Anna,"This is an introduction to modern algebra: groups, rings and fields."
COM-301,Computer security and privacy,6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/computer-security-and-privacy-COM-301,"Bugnion Edouard, González Troncoso Carmela","This is an introductory course to computer security and privacy. Its goal is to provide students with means to reason about security and privacy problems, and provide them with tools to confront them."
COM-302,Principles of digital communications,6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/principles-of-digital-communications-COM-302,Telatar Emre,This course is on the foundations of digital communication. The focus is on the transmission problem (rather than being on source coding).
COM-300,Stochastic models in communication,6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/stochastic-models-in-communication-COM-300,Thiran Patrick,"L'objectif de ce cours est la maitrise des outils des processus stochastiques utiles pour un ingénieur travaillant dans les domaines des systèmes de communication, de la science des données et de l'informatique."
MATH-207(d),Analysis IV,4,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/analysis-iv-MATH-207-D,Licht Martin Werner,Le cours étudie les concepts fondamentaux de l'analyse complexe et de l'analyse de Laplace en vue de leur utilisation pour résoudre des problèmes pluridisciplinaires d'ingénierie scientifique.
PHYS-202,Analytical mechanics (for SPH),5,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/analytical-mechanics-for-sph-PHYS-202,Jacquod Philippe René Joseph,Présentation des méthodes de la mécanique analytique (équations de Lagrange et de Hamilton) et introduction aux notions de modes normaux et de stabilité.
CS-330,Artificial intelligence,4,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/artificial-intelligence-CS-330,Faltings Boi,"Introduction aux techniques de l'Intelligence Artificielle, complémentée par des exercices de programmation qui montrent les algorithmes et des exemples de leur application à des problèmes pratiques."
CS-200,Computer architecture,8,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/computer-architecture-CS-200,Ienne Paolo,This course completes the overview of computer architecture started on the first year (CS-173 DSD).
CS-341,Computer graphics,6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/computer-graphics-CS-341,Pauly Mark,"The students study and apply fundamental concepts and algorithms of computer graphics for rendering, geometry synthesis, and animation. They design and implement their own interactive graphics programs."
CS-320,Computer language processing,6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/computer-language-processing-CS-320,Kuncak Viktor,"We teach the fundamental aspects of analyzing and interpreting computer languages, including the techniques to build compilers. You will build a working compiler from an elegant functional language into machine code using a popular backend called LLVM (https://llvm.org)"
CS-300,Data-intensive systems,6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/data-intensive-systems-CS-300,"Ailamaki Anastasia, Kashyap Sanidhya",This course covers the data management system design concepts using a hands-on approach.
EE-200,Electromagnetics I : Transmission lines and waves,3,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/electromagnetics-i-transmission-lines-and-waves-EE-200,Fleury Romain Christophe Rémy,Le signal électrique est un vecteur essentiel pour la transmission d'information et d'énergie. En haute fréquence elle se manifeste comme un signal électromagnétique dont l'étude demande le développement de modèles physiques et mathématiques spécifiques basés sur les équations d'onde.
EE-201,Electromagnetics II : field computation,3,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/electromagnetics-ii-field-computation-EE-201,Fleury Romain Christophe Rémy,"Ce cours traite de l'électromagnétisme dans le vide et dans les milieux continus. A partir des principes fondamentaux de l'électromagnétisme, on établit les méthodes de résolution des équations de Maxwell dans le vide et dans des milieux matériels complexes."
EE-202(b),Electronics I,4,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/electronics-i-EE-202-B,"Sallese Jean-Michel, Zysman Eytan",Découvrir le monde de l'électronique depuis les lois fondamentales des composants discrets linéaires et non linéaires. Les circuits obtenus avec des assemblages de composants nécessitent de nombreuses techniques de modélisation et d'analyse ainsi que des vérification exploitant un simulateur
EE-203(b),Electronics II (for IC),4,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/electronics-ii-for-ic-EE-203-B,"Sallese Jean-Michel, Zysman Eytan",Maîtriser des blocs fonctionnels nécessitant un plus haut niveau d'abstraction. Réalisation de fonctions électroniques de haut niveau exploitant les amplificateurs opérationnels.
CS-213,Human computer interaction,5,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/human-computer-interaction-CS-213,Dillenbourg Pierre,La discipline de l'Interaction Homme-Machine (ou HCI : Human-Computer Interaction) vise à systématiquement placer le facteur humain dans la conception de systèmes interactifs.
COM-308,Internet analytics,6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/internet-analytics-COM-308,Grossglauser Matthias,"Internet analytics is the collection, modeling, and analysis of user data in large-scale online services, such as social networking, e-commerce, search, and advertisement. This class explores a number of the key functions of such online services that have become ubiquitous over the past decade."
BIO-109,Introduction to life sciences (for IC),6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/introduction-to-life-sciences-for-ic-BIO-109,Zufferey Romain,"Ce cours présente les principes fondamentaux à l'œuvre dans les organismes vivants. Autant que possible, l'accent est mis sur les contributions de l'Informatique aux progrès des Sciences de la Vie."
CS-308,Introduction to quantum computation,5,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/introduction-to-quantum-computation-CS-308,"Lévêque Olivier, Urbanke Rüdiger","The course introduces the paradigm of quantum computation in an axiomatic way. We introduce the notion of quantum bit, gates, circuits and we treat the most important quantum algorithms. We also touch upon error correcting codes. This course is independent of COM-309."
COM-309,Introduction to quantum information processing,5,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/introduction-to-quantum-information-processing-COM-309,Macris Nicolas,"Information is processed in physical devices. In the quantum regime the concept of classical bit is replaced by the quantum bit. We introduce quantum principles, and then quantum communications, key distribution, quantum entropy, and spin dynamics. No prior knowledge of quantum physics is required."
CS-358(a),Making intelligent things A,8,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/making-intelligent-things-a-CS-358-A,Koch Christoph,"The course aims at teaching the prototyping of intelligent physical artifacts. It aims to solve real-world challenges by a combination of microcontroller programming, electronics, and computer -aided design and manufacturing. Student teams choose their own challeng in consultation with the teachers."
CS-358(b),Making intelligent things B,8,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/making-intelligent-things-b-CS-358-B,Koch Christoph,"The course aims at teaching the prototyping of intelligent physical artifacts. It aims to solve real-world challenges by a combination of microcontroller programming, electronics, and computer -aided design and manufacturing. Student teams choose their own challeng in consultation with the teachers."
EE-310,Microprogrammed Embedded Systems,4,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/microprogrammed-embedded-systems-EE-310,Atienza Alonso David,"L'étudiant comprendra les architectures des systèmes embarqués microprogrammés, les architectures des microprocesseurs, hiérarchie de mémoire et les différents périphériques de Entrée/Sortie (E/S) inclus, utilisant comme étude de cas la plate-forme portable Nintendo DS."
BIOENG-310,Neuroscience foundations for engineers,6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/neuroscience-foundations-for-engineers-BIOENG-310,"Schrimpf Martin, Zenk Fides","This overview course bridges computational expertise with neuroscience fundamentals, aimed at fostering interdisciplinary communication and collaboration for engineering-based neuroscience programs."
CS-328,Numerical methods for visual computing and ML,4,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/numerical-methods-for-visual-computing-and-ml-CS-328,,"Visual computing and machine learning are characterized by their reliance on numerical algorithms to process large amounts of information such as images, shapes, and 3D volumes. This course will familiarize students with a range of essential numerical tools to solve practical problems in this area."
CS-302,Parallelism and concurrency in software,6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/parallelism-and-concurrency-in-software-CS-302,Falsafi Babak,"From sensors,to smart phones,to the world's largest datacenters and supercomputers, parallelism & concurrency is ubiquitous in modern computing.There are also many forms of parallel & concurrent execution in modern platforms with varying degrees of ease of programmability,performance & efficiency."
PHYS-344,Quantum mechanics for non-physicists,5,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/quantum-mechanics-for-non-physicists-PHYS-344,Manucharyan Vladimir,This course introduces quantum mechanics to students who are interested in pursuing quantum science and technology but have not gone through the standard bachelor physics curriculum. The students will develop quantum intuition by working out numerical examples based on qubits and oscillator systems.
CS-290,Responsible software,4,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/responsible-software-CS-290,Hardebolle Cécile,"Software's growing importance increases engineers' responsibility to integrate ethical concerns in the design and development process. This course teaches students concrete strategies for responsible software engineering, focusing on identifying ethical issues and mitigating risks to minimize harms."
CS-214,Software construction,8,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/software-construction-CS-214,"Kuncak Viktor, Odersky Martin, Pit-Claudel Clément","Learn how to design and implement reliable, maintainable, and efficient software using a mix of programming skills (declarative style, higher-order functions, inductive types, parallelism) and fundamental software construction concepts (reusability, abstraction, encapsulation, composition, proofs)"
CS-234,Technologies for democratic society,5,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/technologies-for-democratic-society-CS-234,Ford Bryan Alexander,This course will offer students a broad but hands-on introduction to technologies of human self-organization.
CS-251,Theory of computation,6,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/theory-of-computation-CS-251,Göös Mika Tapani,"This course constitutes an introduction to theory of computation. It discusses the basic theoretical models of computing (finite automata, Turing machine), as well as, provides a solid and mathematically precise understanding of their fundamental capabilities and limitations."
CS-311,The software enterprise - from ideas to products,8,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/the-software-enterprise-from-ideas-to-products-CS-311,"Bugnion Edouard, Candea George",This course teaches the journey taken by software engineering teams from incipient ideas to software products that solve real problems for real people.
COM-304,Communications project,8,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/communications-project-COM-304,"Al Hassanieh Haitham, Roshan Zamir Amir","The course teaches the development of systems that solve real-world challenges in communications, signal processing, AI, and robotics. Students will work in teams, construct their ideas, and either program available hardware prototypes or build their hardware."
COM-307,Projet de recherche en Systèmes de communication I,8,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/projet-de-recherche-en-systemes-de-communication-i-COM-307,Profs divers *,Travaux de recherche individuelle à effectuer pendant le semestre selon les directives d'une professeure ou d'un professeur ou d'une assistante ou d'un assistant.
CS-250,Algorithms I,8,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/algorithms-i-CS-250,"Chiesa Alessandro, Svensson Ola Nils Anders","The students learn the theory and practice of basic concepts and techniques in algorithms. The course covers mathematical induction, techniques for analyzing algorithms, elementary data structures, major algorithmic paradigms such as dynamic programming, sorting and searching, and graph algorithms."
MATH-203(d),Analysis III (for IC),6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/analysis-iii-for-ic-MATH-203-D,Licht Martin Werner,The course studies the fundamental concepts of vector analysis and Fourier analysis with a view to using them to solve multidisciplinary scientific engineering problems.
CS-214,Software construction,8,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/software-construction-CS-214,"Kuncak Viktor, Odersky Martin, Pit-Claudel Clément","Learn how to design and implement reliable, maintainable, and efficient software using a mix of programming skills (declarative style, higher-order functions, inductive types, parallelism) and fundamental software construction concepts (reusability, abstraction, encapsulation, composition, proofs)"
CS-200,Computer architecture,8,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/computer-architecture-CS-200,Ienne Paolo,This course completes the overview of computer architecture started on the first year (CS-173 DSD).
CS-202,Computer systems,8,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/computer-systems-CS-202,"Argyraki Aikaterini, Chappelier Jean-Cédric, Kashyap Sanidhya","This course will teach operating systems and networks in an integrated fashion,emphasising the fundamental concepts and techniques that make their interaction possible/practical. Core lectures will be coupled with C programming lectures and assignments for hands-on experience."
MATH-232,Probability and statistics (for IC),6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/probability-and-statistics-for-ic-MATH-232,Abbé Emmanuel,A basic course in probability and statistics
COM-301,Computer security and privacy,6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/computer-security-and-privacy-COM-301,"Bugnion Edouard, González Troncoso Carmela","This is an introductory course to computer security and privacy. Its goal is to provide students with means to reason about security and privacy problems, and provide them with tools to confront them."
CS-300,Data-intensive systems,6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/data-intensive-systems-CS-300,"Ailamaki Anastasia, Kashyap Sanidhya",This course covers the data management system design concepts using a hands-on approach.
CS-251,Theory of computation,6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/theory-of-computation-CS-251,Göös Mika Tapani,"This course constitutes an introduction to theory of computation. It discusses the basic theoretical models of computing (finite automata, Turing machine), as well as, provides a solid and mathematically precise understanding of their fundamental capabilities and limitations."
MATH-310,Algebra,4,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/algebra-MATH-310,Lachowska Anna,"This is an introduction to modern algebra: groups, rings and fields."
MATH-207(d),Analysis IV,4,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/analysis-iv-MATH-207-D,Licht Martin Werner,Le cours étudie les concepts fondamentaux de l'analyse complexe et de l'analyse de Laplace en vue de leur utilisation pour résoudre des problèmes pluridisciplinaires d'ingénierie scientifique.
CS-330,Artificial intelligence,4,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/artificial-intelligence-CS-330,Faltings Boi,"Introduction aux techniques de l'Intelligence Artificielle, complémentée par des exercices de programmation qui montrent les algorithmes et des exemples de leur application à des problèmes pratiques."
COM-304,Communications project,8,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/communications-project-COM-304,"Al Hassanieh Haitham, Roshan Zamir Amir","The course teaches the development of systems that solve real-world challenges in communications, signal processing, AI, and robotics. Students will work in teams, construct their ideas, and either program available hardware prototypes or build their hardware."
CS-341,Computer graphics,6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/computer-graphics-CS-341,Pauly Mark,"The students study and apply fundamental concepts and algorithms of computer graphics for rendering, geometry synthesis, and animation. They design and implement their own interactive graphics programs."
CS-320,Computer language processing,6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/computer-language-processing-CS-320,Kuncak Viktor,"We teach the fundamental aspects of analyzing and interpreting computer languages, including the techniques to build compilers. You will build a working compiler from an elegant functional language into machine code using a popular backend called LLVM (https://llvm.org)"
EE-200,Electromagnetics I : Transmission lines and waves,3,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/electromagnetics-i-transmission-lines-and-waves-EE-200,Fleury Romain Christophe Rémy,Le signal électrique est un vecteur essentiel pour la transmission d'information et d'énergie. En haute fréquence elle se manifeste comme un signal électromagnétique dont l'étude demande le développement de modèles physiques et mathématiques spécifiques basés sur les équations d'onde.
EE-201,Electromagnetics II : field computation,3,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/electromagnetics-ii-field-computation-EE-201,Fleury Romain Christophe Rémy,"Ce cours traite de l'électromagnétisme dans le vide et dans les milieux continus. A partir des principes fondamentaux de l'électromagnétisme, on établit les méthodes de résolution des équations de Maxwell dans le vide et dans des milieux matériels complexes."
EE-202(b),Electronics I,4,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/electronics-i-EE-202-B,"Sallese Jean-Michel, Zysman Eytan",Découvrir le monde de l'électronique depuis les lois fondamentales des composants discrets linéaires et non linéaires. Les circuits obtenus avec des assemblages de composants nécessitent de nombreuses techniques de modélisation et d'analyse ainsi que des vérification exploitant un simulateur
EE-203(b),Electronics II (for IC),4,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/electronics-ii-for-ic-EE-203-B,"Sallese Jean-Michel, Zysman Eytan",Maîtriser des blocs fonctionnels nécessitant un plus haut niveau d'abstraction. Réalisation de fonctions électroniques de haut niveau exploitant les amplificateurs opérationnels.
CS-213,Human computer interaction,5,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/human-computer-interaction-CS-213,Dillenbourg Pierre,La discipline de l'Interaction Homme-Machine (ou HCI : Human-Computer Interaction) vise à systématiquement placer le facteur humain dans la conception de systèmes interactifs.
COM-308,Internet analytics,6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/internet-analytics-COM-308,Grossglauser Matthias,"Internet analytics is the collection, modeling, and analysis of user data in large-scale online services, such as social networking, e-commerce, search, and advertisement. This class explores a number of the key functions of such online services that have become ubiquitous over the past decade."
CS-233,Introduction to machine learning,6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/introduction-to-machine-learning-CS-233,"Fua Pascal, Salzmann Mathieu","Machine learning and data analysis are becoming increasingly central in many sciences and applications. In this course, fundamental principles and methods of machine learning will be introduced, analyzed and practically implemented."
CS-308,Introduction to quantum computation,5,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/introduction-to-quantum-computation-CS-308,"Lévêque Olivier, Urbanke Rüdiger","The course introduces the paradigm of quantum computation in an axiomatic way. We introduce the notion of quantum bit, gates, circuits and we treat the most important quantum algorithms. We also touch upon error correcting codes. This course is independent of COM-309."
COM-309,Introduction to quantum information processing,5,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/introduction-to-quantum-information-processing-COM-309,Macris Nicolas,"Information is processed in physical devices. In the quantum regime the concept of classical bit is replaced by the quantum bit. We introduce quantum principles, and then quantum communications, key distribution, quantum entropy, and spin dynamics. No prior knowledge of quantum physics is required."
EE-310,Microprogrammed Embedded Systems,4,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/microprogrammed-embedded-systems-EE-310,Atienza Alonso David,"L'étudiant comprendra les architectures des systèmes embarqués microprogrammés, les architectures des microprocesseurs, hiérarchie de mémoire et les différents périphériques de Entrée/Sortie (E/S) inclus, utilisant comme étude de cas la plate-forme portable Nintendo DS."
CS-328,Numerical methods for visual computing and ML,4,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/numerical-methods-for-visual-computing-and-ml-CS-328,,"Visual computing and machine learning are characterized by their reliance on numerical algorithms to process large amounts of information such as images, shapes, and 3D volumes. This course will familiarize students with a range of essential numerical tools to solve practical problems in this area."
CS-302,Parallelism and concurrency in software,6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/parallelism-and-concurrency-in-software-CS-302,Falsafi Babak,"From sensors,to smart phones,to the world's largest datacenters and supercomputers, parallelism & concurrency is ubiquitous in modern computing.There are also many forms of parallel & concurrent execution in modern platforms with varying degrees of ease of programmability,performance & efficiency."
COM-302,Principles of digital communications,6,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/principles-of-digital-communications-COM-302,Telatar Emre,This course is on the foundations of digital communication. The focus is on the transmission problem (rather than being on source coding).
CS-304,Projet de recherche optionnel en Informatique I,8,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/projet-de-recherche-optionnel-en-informatique-i-CS-304,Profs divers *,"Travaux de recherche individuelle à effectuer pendant le semestre, selon les directives d'une professeure ou d'un professeur ou d'une assistante ou d'un assistant."
CS-290,Responsible software,4,https://edu.epfl.ch/studyplan/en/bachelor/computer-science/coursebook/responsible-software-CS-290,Hardebolle Cécile,"Software's growing importance increases engineers' responsibility to integrate ethical concerns in the design and development process. This course teaches students concrete strategies for responsible software engineering, focusing on identifying ethical issues and mitigating risks to minimize harms."
