code,name,ects,link,professor,description
ENG-383,An introduction to the law of architecture : contracts and competition,2,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/an-introduction-to-the-law-of-architecture-contracts-and-competition-ENG-383,"Dubey Jacques, Perritaz Vincent",Ce cours a pour objet l'étude des notions fondamentales en droit public et en droit privé de la construction et entend sensibiliser les étudiant-es à des problèmes concrets liés à l'exercice de la profession d'architecte.
AR-241,Building technology III,5,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/building-technology-iii-AR-241,"Boulic Léa Caroline Célestine, Schueler Andreas, Zurbrügg Peter","Ce cours traite des divers domaines techniques intervenant dans la conception et la réalisation d'un bâtiment, soit : physique du bâtiment, structures, matériaux, construction et installations techniques; ceci dans une approche globale et transversale."
AR-242,Building technology IV,5,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/building-technology-iv-AR-242,"Boulic Léa Caroline Célestine, Schueler Andreas, Zurbrügg Peter","Ce cours traite des divers domaines techniques intervenant dans la conception et la réalisation d'un bâtiment, soit: physique du bâtiment, structures et matériaux, construction et installations techniques; ceci dans une approche globale et transversale."
AR-225,History of architecture III/IV,4,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/history-of-architecture-iii-iv-AR-225,Rachele Cara Paul,"The course investigates the global history of architecture and town planning between the 16th and 19th centuries, its architects and buildings, and highlights the theoretical, artistic and technical issues involved."
AR-226,History of Architecture V/VI,4,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/history-of-architecture-v-vi-AR-226,Thiermann Alfredo,This is a survey course on the history of architecture of the twentieth century.
AR-264,Urban and territorial analysis,4,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/urban-and-territorial-analysis-AR-264,"Pietropolli Tommaso, Viganò Paola",Le cours a pour but de fournir aux étudiants les outils nécessaires pour lire et comprendre la ville et le territoire contemporain.
AR-219,Advanced CAO and Integrated Modeling DIM,2,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/advanced-cao-and-integrated-modeling-dim-AR-219,"Hautecoeur Elise Geneviève, Zufferey Jérôme",1ère année: bases nécessaires à la représentation informatique 2D (3D). Passage d'un à plusieurs logiciels: compétence de choisir les outils adéquats en 2D et en 3D. Mise en relation des outils de CAO et DIM: regard critique et aptitude à choisir les méthodes nécessaires au résultat recherché.
AR-211,Stereotomy,2,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/stereotomy-AR-211,"Duque Mahecha Sebastian, Ferrer Perez-Blanco Ignacio, Parascho Stefana, Zufferey Marie-Pierre","La Stéréotomie est l'art de concevoir et fabriquer des volumes complexes en pierre et des assemblages en bois. Ce cours propose une réinterprétation de la Stéréotomie avec différents outils, une réflexion sur la géométrie, les processus de fabrication, les modes de représentation, de communication."
AR-201(q),Studio BA3 (Assemble),10,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba3-assemble-AR-201-Q,"Binning James Donald Morley, Perkins Amy Faith","The work this year will investigate how we can imagine, design and demonstrate the ways in which affordable, low-impact housing on small scale agroecological farms could be built."
AR-201(a),Studio BA3 (Bakker & Blanc A.),10,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba3-bakker-blanc-a-AR-201-A,"Bakker Marco, Blanc Alexandre",MANSLAB se concentre sur la question de l`assemblage programmatique et spatial entre des territoires différents afin de provoquer la manufacture d'une densité physique et métaphysique.
AR-201(r),Studio BA3 (Gay et Menzel),10,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba3-gay-et-menzel-AR-201-R,"Gay Menzel Catherine Odile, Menzel Götz","The studio focusses on contextual imaginary. Developing narratives, inspired both by the site and by the student's imagination leads to a theme sustaining the project. The narrative helps the student to develop an architectural project in a given context."
AR-201(g),Studio BA3 (Rey),10,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba3-rey-AR-201-G,Rey Emmanuel,Par une approche à différentes échelles d'intervention - du projet urbain au détail constructif - l'atelier vise à explorer les stratégies architecturales permettant de régénérer les territoires urbains à proximité des transports publics dans une optique de transition vers la durabilité.
AR-201(m),Studio BA3 (Taillieu),10,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba3-taillieu-AR-201-M,Taillieu Jo François,"A house is the simple topic of this studio. A matter of simple complexity. Starting as reference from an architect's drawing and a pavilion; constructing a ""space to be"". Then making two houses, ""a place to stay"". Two compact houses. Learning about a house is learning about architecture."
AR-201(an),Studio BA3 (Truwant et Rodet),10,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba3-truwant-et-rodet-AR-201-AN,"Rodet Dries, Truwant Charlotte Cornélie","Nous allons explorer le potentiel de l'entre-deux en tant qu'espace transversal entre le paysage et l'architecture. Un espace qui peut être à la fois organique, tectonique, numérique. Un espace de transmission qui pourrait être ouvert à l'humain, au naturel et au synthétique."
AR-202(q),Studio BA4 (Assemble),10,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba4-assemble-AR-202-Q,"Binning James Donald Morley, Perkins Amy Faith","The work this year will investigate how we can imagine, design and demonstrate the ways in which affordable, low-impact housing on small scale agroecological farms could be built."
AR-202(a),Studio BA4 (Bakker & Blanc A.),10,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba4-bakker-blanc-a-AR-202-A,"Bakker Marco, Blanc Alexandre",MANSLAB se concentre sur la question de l'assemblage programmatique et spatial entre des territoires différents afin de provoquer la manufacture d'une densité physique et métaphysique.
AR-202(r),Studio BA4 (Gay et Menzel),10,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba4-gay-et-menzel-AR-202-R,"Gay Menzel Catherine Odile, Menzel Götz","The studio focusses on contextual imaginary. Developing narratives, inspired both by the site and by the student's imagination leads to a theme sustaining the project. The narrative helps the student to develop an architectural project in a given context."
AR-202(g),Studio BA4 (Rey),10,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba4-rey-AR-202-G,Rey Emmanuel,Par une approche à différentes échelles d'intervention - du projet urbain au détail constructif - l'atelier viser à explorer les stratégies architecturales permettant de régénérer les territoires urbains à proximité des transports publics dans une optique de transition vers la durabilité.
AR-202(m),Studio BA4 (Taillieu),10,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba4-taillieu-AR-202-M,Taillieu Jo François,"A house is the simple topic of this studio. A matter of simple complexity. Starting as reference from an architect's drawing and a pavillon; constructing a ""space to be"". Then making two houses, ""a place to stay"". Two compact houses. Learning about a house is learning about architecture."
AR-212,Theory and techniques of architectural figuration,4,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/theory-and-techniques-of-architectural-figuration-AR-212,"Braghieri Nicola, Fanciotti Filippo",L'enseignement transmet les fondements théoriques de l'histoire de l'art figuratif et introduit les techniques opératoires de la représentation. L'objectif principal est d'intégrer la pratique des outils numériques dans la dimension intellectuelle de la discipline.
AR-363,Architecture in the age of acceleration,4,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/architecture-in-the-age-of-acceleration-AR-363,"Patteeuw Véronique Ivonne M., Szacka-Marier Catherine Léa","Ce cours étudie dix positions théoriques pour une architecture à l'ère de l'accélération. En inscrivant ces positions dans l'histoire récente de l'architecture et en les replaçant dans le contexte actuel, il vise à saisir la pertinence de ces positions pour la pratique contemporaine."
AR-340,Building technology V,5,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/building-technology-v-AR-340,"Dreier Yves, Ferrari Emanuela, Frenzel Rainer Eik, Zurbrügg Peter","Technologie du Bâti V aborde le bâtiment comme un système d'opérations techniques et culturelles invoquant des choix liés à l'environnement, au matériau, à la structure, et au montage. L'objectif du cours est d'amener les étudiants à acquérir des compétences sur la conception critique du bâtiment."
AR-341,Building technology VI,5,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/building-technology-vi-AR-341,"Dreier Yves, Ferrari Emanuela, Frenzel Rainer Eik, Zurbrügg Peter","TdB VI utilise des descriptions détaillées de projets de bâtiments pour examiner la relation entre l'enveloppe, la structure et les conditions environnementales internes, avec pour toile de fond la production et la consommation de ressources lors la transformation/rénovation de bâtiments."
AR-329,Constructing the view: built images,3,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/constructing-the-view-built-images-AR-329,Schaerer Philipp Christian,"What is meant by the term ""image"" as pictorial representation? How do we read, process and interpret images - and what premises can be derived from this for the conception and production of meaningful images?"
ENG-382,Construction project management,2,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/construction-project-management-ENG-382,Karakoc Selen Sultan Eliz,Un ouvrage architectural de qualité est le résultat d'une multitude de processus et de personnes intervenantes. Sa réussite est alors étroitement liée à l'organisation mise en place par l'architecte dans les différentes phases du projet.
AR-339,Designing built heritage: Tools and methods,3,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/designing-built-heritage-tools-and-methods-AR-339,Marino Giulia,"70% des activités des bureaux d'architecture se déroulent dans le projet dans l'existant. Le cours souhaite transmettre aux étudiants les outils théoriques et pratiques de base pour aborder le projet dans l'existant, sur un patrimoine bâti courant mais aussi sur celui à caractère monumental."
AR-361,History of park and garden design,3,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/history-of-park-and-garden-design-AR-361,Jessel Beate,The course introduces the most important periods of European and international garden history and design up to the present day and shows the importance of public parks and green spaces for modern urban development. Students are given the opportunity to analyze and interpret their own example.
AR-327,Introduction to computational architecture,3,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/introduction-to-computational-architecture-AR-327,"Gilliard Damien Lambert Alain Félicien, Settimi Andrea, Weinand Yves",This course introduces the students to text programming practice in 3D modeling (Rhinoceros3D). The main objective of the course is to develop a computational mindset to maximize the use of efficient digital tools in architectural design.
AR-362,Theory of urbanism,4,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/theory-of-urbanism-AR-362,Cogato Lanza Elena,"Le cours de Théorie de l'Urbanisme traite des modèles, projets et techniques de l'urbanisme entre XIXe et XXIe siècle, en mettant en relation discours théorique et projet, texte et image. Le projet d'urbanisme est le champ d'expérimentation de concepts sous la forme de thèmes spatiaux."
AR-347,Under construction,2,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/under-construction-AR-347,Nichols Sarah,"This theory course considers the building as a material thing, focusing on the process and matter of architecture to examine how buildings come into being and stay (or don't) in place: through discourse, through their site, through industries, and through the labor of workers."
AR-301(aq),Studio BA5 (Bedir),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-bedir-AR-301-AQ,Bedir Merve,"This studio will work with designing interventions, programs, spaces, and modes of collectivity and instituting for the inhabitation of human and more than human agencies in sites across Switzerland, where water cycles intersect with borders, infrastructure, industry."
AR-301(p),Studio BA5 (Braghieri),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-braghieri-AR-301-P,Braghieri Nicola,"L'atelier propose d'explorer le thème de la construction dans le territoire alpin, à la lumière des changements imposés par les transformations économiques et sociales qui s'opèrent ces dernières décennies. Le programme prévoit de développer un lieu communautaire mêlant habitat et artisanat."
AR-301(ad),Studio BA5 (Delhay),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-delhay-AR-301-AD,Delhay Sophie Laurence Geneviève,La maison comme une ville - Une Maisonnée pour 100 personnes organisées autour du repas et des saisons Voyage d'étude - Bâle: 28 Septembre au 1er Octobre
AR-301(j),Studio BA5 (FAR),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-far-AR-301-J,"Tombesi Paolo, Vannucci Riccardo","Le design studio porte sur un centre pour les femmes situé à Wau, au Sud-Soudan. Il s'inscrit dans la continuité des expériences précédentes menées au sein du laboratoire FAR et, notamment, dans un programme axé sur le thème de l'architecture dans le domaine de la coopération internationale."
AR-301(at),Studio BA5 (Gardelegui et Widmer),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-gardelegui-et-widmer-AR-301-AT,"Garcia Gardelegui Blanca, Widmer Pham Ariane Chantal","À travers une analyse cartographique des démolitions planifiées et des initiatives de densification dans la région de Genève, les étudiants remettront en question le statu quo en découvrant le potentiel des ressources existantes sur quatre échelles : régionale, urbaine, architecturale et matérielle."
AR-301(b),Studio BA5 (Graf F.),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-graf-f-AR-301-B,Graf Franz,Le projet de sauvegarde et le projet dans l'existant font partie d'une discipline culturelle constituée qui élargit le projet d'architecture contemporain.
AR-301(n),Studio BA5 (Lapierre),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-lapierre-AR-301-N,Lapierre Eric,"En partant du concept d'hétérotopie énoncé par Foucault, le studio propose de concevoir des lieux de vie pour des communautés fictives dans le grand Paris. Le projet et les discussions collectives visent à explorer l'architecture comme outil critique face aux défis contemporains."
AR-301(k),Studio BA5 (LDM),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-ldm-AR-301-K,"Iweins D'Eeckhoutte Antoine Pierre Marie, Ledermann Gianna Morgane, Michel Kyra Lea, Zurbriggen Noémie Line","Le (un)studio questionne à la fois la condition matérielle d'un atelier de projet et son contenu. Il alterne entre enquête, design et dialogue, et s'engage avec sérieux et joie, ici et maintenant, dans la transformation du milieu complexe de l'EPFL."
AR-301(ah),Studio BA5 (Malterre-Barthes),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-malterre-barthes-AR-301-AH,Malterre-Barthes Charlotte,"""To be useful, helpful, of assistance to someone:"" The ""In Service of: Le Mirail"" studio reflects on the architectural project as a form of public service. It explores how architecture and design tools can engage in spatial struggles for the common good."
AR-301(as),Studio BA5 (Peris et Toral),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-peris-et-toral-AR-301-AS,"Peris Eugenio Marta, Toral Fernandez Jose Manuel","Habitat and comfort, architectures of the air, collective housing, place as site, superblock , study trip: Barcelona"
AR-301(ap),Studio BA5 (Piovene et Fabi),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-piovene-et-fabi-AR-301-AP,"Fabi Ambra, Piovene Porto Godi Giovanni Alessandro","The semester will focus on how architecture can become today a civic tool empowering the public city. We will look into the possibilities of a public architecture where openness and free appropriation can be explored and enhanced, where the experience of belonging opens up to the multitude."
AR-301(a),Studio BA5 (Viganò),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-vigano-AR-301-A,Viganò Paola,"The Studio explores the evolution of Parisian landscapes facing climate change. Through a deep reading of Paris to identify the various issues linked to the socio-ecological transition and its landscape repercussions, students will imagine and design possible futures for the metropolis."
AR-301(h),Studio BA5 (Weinand),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba5-weinand-AR-301-H,Weinand Yves,"Le studio Weinand propose une approche du projet par le matériau et la construction. Spécialisé dans l'innovation en construction bois, le laboratoire IBOIS offre un contexte riche d'expériences et de recherches pour questionner la relation entre design et exigences environnementales contemporaines."
AR-302(ad),Studio BA6 (Delhay),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-delhay-AR-302-AD,Delhay Sophie Laurence Geneviève,"Un habitat productif, logement et équipement public, dédié à la Méditerranée nourricière. Voyage d'étude: Marseille"
AR-302(av),Studio BA6 (fala),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-fala-AR-302-AV,"Afonso Ferreira Soares Ana Luisa, Belkhodja Ahmed Mahdi, Samovich Valeriia, Touças Magalhães Filipe André","Conception of collective housing within real-world constraints, through the problematized handling of a variety of modes of representation."
AR-302(j),Studio BA6 (FAR),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-far-AR-302-J,"Tombesi Paolo, Vannucci Riccardo","Une intervention humanitaire d'urgence, à savoir la mise en place d'un Early Childhood Development Centre dans le camp de réfugiés de Zaatari, en Jordanie, fait l'objet du design studio. Le projet s'inscrit dans la continuité des expériences précédentes menées au sein du laboratoire FAR."
AR-302(ag),Studio BA6 (Fröhlich M. & A.),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-frohlich-m-a-AR-302-AG,"Fröhlich Anja, Fröhlich Martin","Qu'est-ce qu'une serre sans le végétal ? Ou un jardin d'hiver sans l'hiver ? Dans le cadre de la série « Tackle The Type », le studio étudiera les serres d'un point de vue typologique et explorera l'architecture en tant qu'ensemble de conditions climatiques au-delà de ses caractéristiques formelles"
AR-302(k),Studio BA6 (Huang),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-huang-AR-302-K,Huang Jeffrey,"The studio examines the effects of artificial intelligence on architecture and cities. We explore data-driven design processes by the use of algorithmic and parametric tools that take into consideration geographical, economical, personal, image, political, ecological parameters."
AR-302(n),Studio BA6 (Lapierre),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-lapierre-AR-302-N,Lapierre Eric,"En poursuivant notre exploration de l'architecture du stockage, nous nous pencherons sur l'opposition entre formalisme et réalisme dans le cadre d'un projet de transformation de logements dans la ville de Sarcelles."
AR-302(au),Studio BA6 (Lippok et Walter),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-lippok-et-walter-AR-302-AU,"Lippok Sebastian, Walter Renate Sabina","Waldrap Atelier will critically investigate the relationships between cities and landscapes. We will analyse this context, discuss strategies, and unveil visions as supporting structures."
AR-302(ah),Studio BA6 (Malterre-Barthes),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-malterre-barthes-AR-302-AH,Malterre-Barthes Charlotte,"To face the climate and social emergency, the construction sector must change radically, as does architectural practice. This studio examines the profession's economic model, and how the traditional 'office' can be challenged by alternative forms of architectural practice."
AR-302(as),Studio BA6 (Peris et Toral),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-peris-et-toral-AR-302-AS,"Peris Eugenio Marta, Toral Fernandez Jose Manuel","Habitat and comfort, architectures of the air, collective housing, climate as site, study trip: Mallorca"
AR-302(a),Studio BA6 (Viganò),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-vigano-AR-302-A,Viganò Paola,"The Studio explores the evolution of Parisian landscapes facing climate change. Through a deep reading of Paris to identify the various issues linked to the socio-ecological transition and its landscape repercussions, students will imagine and design possible futures for the metropolis."
AR-302(h),Studio BA6 (Weinand),12,https://edu.epfl.ch/studyplan/en/bachelor/architecture/coursebook/studio-ba6-weinand-AR-302-H,Weinand Yves,"Le studio Weinand propose une approche du projet par le matériau et la construction. Spécialisé dans l'innovation en construction bois, le laboratoire IBOIS offre un contexte riche d'expériences et de recherches pour questionner la relation entre design et exigences environnementales contemporaines."
CH-310,Dynamics and kinetics,3,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/dynamics-and-kinetics-CH-310,Feldmann Sascha,"The course covers the principles of chemical kinetics, including differential rate laws, derivation of exact and approximate integral rate laws for common elementary and composite reactions, fundamentals of collision and transition state theories, and applications such as enzymatic catalysis."
CH-243,Electrochemistry of solutions,3,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/electrochemistry-of-solutions-CH-243,Roussel Christophe,"Les étudiants intègrent les notions de potentiels électriques, de niveau de Fermi de l'électron et appliquent l'équation de Nernst. Ils comprennent la structure d'une interface électrifiée. Les générateurs électrochimiques, l'électrolyse et les bases de l'ampérométrie sont présentés"
CH-349,Experimental physical chemistry,4,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/experimental-physical-chemistry-CH-349,Emsley David Lyndon,Experiments related to physical chemistry courses.
CH-315,Modeling lab,3,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/modeling-lab-CH-315,Smit Berend,"In this course we give a hands-on introduction on the use of modeling and data in chemistry. After an introduction in the different tools used by computational chemists, we discuss three topics in more detail molecular simulation of adsorption, data in chemistry, and machine learning."
CH-314,Structural analysis,4,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/structural-analysis-CH-314,"Bostedt Christoph, Boyarkine Oleg, Emsley David Lyndon","The aim of this course is to treat three of the major techniques for structural characterization of molecules used in chemistry and chemical engineering: mass spectrometry, NMR, and X-ray techniques."
ChE-311,Biochemical engineering,3,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/biochemical-engineering-CHE-311,"Crelier Simon, Zinn Manfred","This course introduces the basic principles of bioprocess engineering and highlights the similarities and differences with chemical engineering. Without going into the fundamentals, it proposes an overview of the techniques for fermentation as well as product purification (DownStream Processing)"
ChE-320,Bioreactor modeling and simulation,3,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/bioreactor-modeling-and-simulation-CHE-320,Hatzimanikatis Vassily,"The course of Bioreactor modeling and simulation focuses on the principles of algorithmic design and analysis of biochemical reactors. The application of these designed reactors would be in the production line of the of pharmaceutical, biotech and chemical industries."
ChE-330,Fluid mechanics and transport phenomena,4,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/fluid-mechanics-and-transport-phenomena-CHE-330,Sivula Kevin,"The concept of Shell balances, the Navier-Stokes equations and generalized differential balances equations for heat and mass transport are derived. These relations are applied to model systems. Integral balances are introduced in the context of boundary layers and transfer coefficients."
ChE-310,Fundamentals of separation processes,4,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/fundamentals-of-separation-processes-CHE-310,Agrawal Kumar Varoon,"The course will cover fundamentals concepts of separation processes involving chemical equilibrium and mass transfer. Students will design separation processes widely used in the industry, for the separation of liquid mixtures, gas-liquid mixtures, and gas mixtures."
ChE-312,Numerical methods,3,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/numerical-methods-CHE-312,"Miskovic Ljubisa, Sivula Kevin",This course introduces students to modern computational and mathematical techniques for solving problems in chemistry and chemical engineering. The use of introduced numerical methods will be demonstrated using the python programming language.
ChE-309,Chemical engineering practice,3,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/chemical-engineering-practice-CHE-309,Queen Wendy Lee,"Ce cours fournit aux étudiants l'expérience pratique avec les ""opérations unitaires"" simples basées sur le transfert de chaleur et de masse. Les étudiants développent la capacité d'augmenter l'échelle des résultats de laboratoire dans la conception de composants de taille industrielle."
ME-323,Chemical process control,3,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/chemical-process-control-ME-323,Miskovic Ljubisa,Provide the students with basic notions and tools for the modeling and analysis of dynamic systems. Show them how to design controllers and analyze the performance of controlled systems.
ChE-304,Energy systems engineering,3,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/energy-systems-engineering-CHE-304,Luterbacher Jeremy,"This course will provide a toolkit to students to understand and analyze sustainable energy systems. In addition, the main sustainable energy technologies will be introduced and their governing principles explained."
CH-334,Opération unitaire et technologie des procédés,3,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/operation-unitaire-et-technologie-des-procedes-CH-334,Meyer Thierry,"L'étudiant sera capable de : - Définir et décrire les principales OpUnit. - Elaborer l'analyse critique d'une OpUnit, optimiser son fonctionnement selon les contraintes. - Emettre des recommandations d'amélioration, en tenant compte de la technique de l'économie et du développement durable."
ChE-340,The engineering of chemical reactions,4,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/the-engineering-of-chemical-reactions-CHE-340,Chappuis Thierry,"Ce cours applique les concepts de la cinétique chimique et des bilans de masse et d'énergie pour résoudre les problèmes de génie des réactions chimiques, en mettant l'accent sur les applications industrielles. Les étudiants développent leur capacité d'analyser et de concevoir des réacteurs chimiques"
MSE-210,Functional properties of materials,2,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/functional-properties-of-materials-MSE-210,Piazza Valerio,"Ce cours a comme objectif de présenter les concepts nécessaires à la compréhension des principes fondamentaux qui permettent de prédire les propriétés d'un matériau. Ces concepts vous permettront de réaliser du ""material design"" et de comprendre même des nouveaux matériaux pas encore étudiés."
MSE-362,Polymer science,3,https://edu.epfl.ch/studyplan/en/bachelor/chemical-engineering/coursebook/polymer-science-MSE-362,Görl Daniel,"Introduction à la physique des polymères et aux liens entre structures chimiques et propriétés macroscopiques, avec accent sur la morphologie et le comportement thermomécanique. Méthodes de mise en œuvre, fournissant les bases nécessaires à la sélection des polymères dans un contexte industriel."
CH-313,Chemical biology,2,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/chemical-biology-CH-313,Hovius Rudolf,"Closely interfacing with bioengineering and medicine, this course provides foundational concepts in applying small-molecule chemical toolsets to probe the functions of living systems at the mechanistic and molecular level with emphasis placed on quantitative understanding and improving human health."
CH-317,Drug discovery and development,2,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/drug-discovery-and-development-CH-317,Heinis Christian,This course discusses the molecular basis of diseases and how drugs work. Concepts and processes employed in today's drug discovery and development are covered. The first part of the course focuses on small molecule drugs and the second one on biotherapeutics.
CH-312,Dynamics of biomolecular processes,2,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/dynamics-of-biomolecular-processes-CH-312,Fierz Beat,"In this course we will discuss advanced biophysical topics, building on the framework established in the course ""Macromolecular structure and interactions"". The course is held in English."
CH-319,Experimental biochemistry and biophysics,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/experimental-biochemistry-and-biophysics-CH-319,Hovius Rudolf,"A 7-week long (4+8 h) experiment where you plan and construct a fluorescent sensor protein starting from DNA bricks. The protein will be expressed in and purified from E.coli, characterized by biochemical and spectroscopic methods. Your report will be in the style of a scientific paper or poster"
CH-311,Macromolecular structure and interactions,2,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/macromolecular-structure-and-interactions-CH-311,Fierz Beat,This course covers the basic biophysical principles governing the thermodynamic and kinetic properties of biomacromolecules involved in chemical processes of life. The course is held in English.
CH-310,Dynamics and kinetics,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/dynamics-and-kinetics-CH-310,Feldmann Sascha,"The course covers the principles of chemical kinetics, including differential rate laws, derivation of exact and approximate integral rate laws for common elementary and composite reactions, fundamentals of collision and transition state theories, and applications such as enzymatic catalysis."
CH-349,Experimental physical chemistry,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/experimental-physical-chemistry-CH-349,Emsley David Lyndon,Experiments related to physical chemistry courses.
CH-315,Modeling lab,3,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/modeling-lab-CH-315,Smit Berend,"In this course we give a hands-on introduction on the use of modeling and data in chemistry. After an introduction in the different tools used by computational chemists, we discuss three topics in more detail molecular simulation of adsorption, data in chemistry, and machine learning."
CH-234,Organic functions and reactions II,2,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/organic-functions-and-reactions-ii-CH-234,Bobbink Felix Daniel,To develop basic understanding of the reactivity of aromatic and heteroaromatic compounds. To develop a knowledge of a class of pericyclic reactions. To apply them in the context of the synthesis.
CH-220,Preparative chemistry I,4,https://edu.epfl.ch/studyplan/en/bachelor/chemistry/coursebook/preparative-chemistry-i-CH-220,"Cramer Nicolai, Dyson Paul Joseph",Application de la réactivité de base en chimie organique à la synthèse multi-étapes de molécules polyfonctionnelles. Instruction sur les règles de sécurité dans un laboratoire de chimie de synthèse. Apprentissage de la planification et du suivi de voies de synthèse simples.
