course_code,course_link,course_name,overall,prof_rating,difficulty,workload,professors,tip
COM-417,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/advanced-probability-and-applications-COM-417,Advanced probability and applications,5 (3),5,2.7,2.3 (8),['Lévêque'],"Do all the exercises, especially the graded ones! The midterm and exams are not very easy. Do all the old ones, this will give you an idea of what you need. For me it helped to find exams from other universities that have a similar course, just to test myself even more."
COM-417,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/advanced-probability-and-applications-COM-417,Advanced probability and applications,5 (3),5,2.7,2.3 (8),['Lévêque'],"Do all the exercises, especially the graded ones! The midterm and exams are not very easy. Do all the old ones, this will give you an idea of what you need. For me it helped to find exams from other universities that have a similar course, just to test myself even more."
COM-418,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/computers-and-music-COM-418,Computers and music,5 (1),5,2,3 (4),[],Choose a good group for the project.
COM-418,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/computers-and-music-COM-418,Computers and music,5 (1),5,2,3 (4),[],Choose a good group for the project.
COM-430,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/modern-digital-communications-a-hands-on-approach-COM-430,Modern digital communications: a hands-on approach,3 (1),4,2,2 (8),['Chiurtu'],"Write the entire code seen in the lab in your cheatsheet, even parts that you were not asked to implement (because you can be asked on that). Don't spend too much time on GPS stuff."
COM-430,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/modern-digital-communications-a-hands-on-approach-COM-430,Modern digital communications: a hands-on approach,3 (1),4,2,2 (8),['Chiurtu'],"Write the entire code seen in the lab in your cheatsheet, even parts that you were not asked to implement (because you can be asked on that). Don't spend too much time on GPS stuff."
COM-480,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/data-visualization-COM-480,Data visualization,3.5 (4),3,2,2.2 (4),['Vuillon'],Don't bother going to the lectures if you already know some basic web development. There is also no point in doing the exercises
COM-480,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/data-visualization-COM-480,Data visualization,3.5 (4),3,2,2.2 (4),['Vuillon'],"You do not need to go on class, you do not need to do the exercices, just focus and the project and you will have between 5.5 and 6"
COM-480,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/data-visualization-COM-480,Data visualization,3.5 (4),3,2,2.2 (4),['Vuillon'],"You can see the code from previous years and their websites on the github, you can use it for ideas or as reference when building your website."
COM-480,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/data-visualization-COM-480,Data visualization,3.5 (4),3,2,2.2 (4),['Vuillon'],"You can see the code from previous years and their websites on the github, you can use it for ideas or as reference when building your website."
COM-490,https://edu.epfl.ch/studyplan/en/master/data-science/coursebook/large-scale-data-science-for-real-world-data-COM-490,Large-scale data science for real-world data,3.5 (2),2.5,3.5,4 (4),"['Bouillet', 'Delgado Borda', 'Sarni', 'Verscheure']",Do the exercises session in time and seriously it will save you a lot of time for the graded homeworks.
COM-490,https://edu.epfl.ch/studyplan/en/master/data-science/coursebook/large-scale-data-science-for-real-world-data-COM-490,Large-scale data science for real-world data,3.5 (2),2.5,3.5,4 (4),"['Bouillet', 'Delgado Borda', 'Sarni', 'Verscheure']","The course description says you don't need previous data science or coding experience, but if someone didn't, i think this course is nearly impossible. Make sure you can explain your solution in your final oral exam, I'm pretty sure we submitted code that doesn't run but we did fine on our final project."
COM-490,https://edu.epfl.ch/studyplan/en/master/data-science/coursebook/large-scale-data-science-for-real-world-data-COM-490,Large-scale data science for real-world data,3.5 (2),2.5,3.5,4 (4),"['Bouillet', 'Delgado Borda', 'Sarni', 'Verscheure']","The course description says you don't need previous data science or coding experience, but if someone didn't, i think this course is nearly impossible. Make sure you can explain your solution in your final oral exam, I'm pretty sure we submitted code that doesn't run but we did fine on our final project."
COM-500,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/statistical-signal-and-data-processing-through-applications-COM-500,Statistical signal and data processing through applications,5 (1),5,2,3 (8),['Ridolfi'],"The final is extremely easy: exactly the same as the previous years, just learn some answers by heart. On the project you have to spend a bit more time but what really matters is the presentation: do NOT spend more times that was allocated to your group (the teacher hates it) even if you don't fully present the small tweaks and techniques you underwent to achieve what you have."
COM-500,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/statistical-signal-and-data-processing-through-applications-COM-500,Statistical signal and data processing through applications,5 (1),5,2,3 (8),['Ridolfi'],"The final is extremely easy: exactly the same as the previous years, just learn some answers by heart. On the project you have to spend a bit more time but what really matters is the presentation: do NOT spend more times that was allocated to your group (the teacher hates it) even if you don't fully present the small tweaks and techniques you underwent to achieve what you have."
COM-502,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/dynamical-system-theory-for-engineers-COM-502,Dynamical system theory for engineers,4 (2),4,3,2 (4),['Thiran'],"Lectures not necessary, the script of the course is enough !"
COM-502,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/dynamical-system-theory-for-engineers-COM-502,Dynamical system theory for engineers,4 (2),4,3,2 (4),['Thiran'],"Lectures not necessary, the script of the course is enough !"
COM-502,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/dynamical-system-theory-for-engineers-COM-502,Dynamical system theory for engineers,4 (2),4,3,2 (4),['Thiran'],"Lectures not necessary, the script of the course is enough !"
COM-514,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/mathematical-foundations-of-signal-processing-COM-514,Mathematical foundations of signal processing,5 (1),5,3,3 (6),[],
COM-516,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/markov-chains-and-algorithmic-applications-COM-516,Markov chains and algorithmic applications,5 (4),5,2.7,3 (4),"['Lévêque', 'Macris']","Don't focus too much on demonstrations exercises in the series, they are fun but the final/midterm won't be on this type of material."
COM-516,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/markov-chains-and-algorithmic-applications-COM-516,Markov chains and algorithmic applications,5 (4),5,2.7,3 (4),"['Lévêque', 'Macris']","For the midterm and final exams, don't focus on the proof-writing portions of the exercises (although they are standard results that you will inevitably encounter in other courses). Instead just spam previous final exams and you'll be golden."
COM-516,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/markov-chains-and-algorithmic-applications-COM-516,Markov chains and algorithmic applications,5 (4),5,2.7,3 (4),"['Lévêque', 'Macris']","For the midterm and final exams, don't focus on the proof-writing portions of the exercises (although they are standard results that you will inevitably encounter in other courses). Instead just spam previous final exams and you'll be golden."
CS-206,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/parallelism-and-concurrency-CS-206,Parallelism and concurrency,1 (1),2,4,4 (4),"['Kashyap', 'Kuncak']","The TAs give good explanations(not all of then though), so go the exercices."
CS-206,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/parallelism-and-concurrency-CS-206,Parallelism and concurrency,1 (1),2,4,4 (4),"['Kashyap', 'Kuncak']","The TAs give good explanations(not all of then though), so go the exercices."
CS-210,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/functional-programming-CS-210,Functional programming,4 (1),3,2,2 (5),"['Kuncak', 'Odersky']",doing all the exercise questions and trying past years' exam papers really help to get you ready for the exams
CS-210,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/functional-programming-CS-210,Functional programming,4 (1),3,2,2 (5),"['Kuncak', 'Odersky']",doing all the exercise questions and trying past years' exam papers really help to get you ready for the exams
CS-250,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/algorithms-CS-250,Algorithms,5 (4),4.5,3.5,3 (6),['Kapralov'],This course is one of the course that needs the most practice of the bachelors. So take it seriously : problemsets on time and many old exams.
CS-250,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/algorithms-CS-250,Algorithms,5 (4),4.5,3.5,3 (6),['Kapralov'],"Do the exercises and solve a lot of the old exams. At the midterm and the final exam, write as much as you can, even if your answer might not be perfect, they give a lot of partial points when grading."
CS-250,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/algorithms-CS-250,Algorithms,5 (4),4.5,3.5,3 (6),['Kapralov'],... (why are we forced to write a long text??? Many people avoid rating courses on here because of this)
CS-250,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/algorithms-CS-250,Algorithms,5 (4),4.5,3.5,3 (6),['Kapralov'],"Do the graded exercises. They help you a lot to know if you are really understanding all the processing of the algorithm you chose. Moreover, I advice to do a lot of old exams. They prepare you better than exercise session imo because they are interesting problems to solve"
CS-250,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/algorithms-CS-250,Algorithms,5 (4),4.5,3.5,3 (6),['Kapralov'],"Do the graded exercises. They help you a lot to know if you are really understanding all the processing of the algorithm you chose. Moreover, I advice to do a lot of old exams. They prepare you better than exercise session imo because they are interesting problems to solve"
CS-251,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/theory-of-computation-CS-251,Theory of computation,4.5 (2),5,4,3 (4),['Göös'],"Practice, practice and practice. Do the problem sets on time and do many past exams before the real one."
CS-251,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/theory-of-computation-CS-251,Theory of computation,4.5 (2),5,4,3 (4),['Göös'],"One word for the exam: pattern-matching. Some type of exercises are recurrent, so be sure to check exams of previous years"
CS-251,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/theory-of-computation-CS-251,Theory of computation,4.5 (2),5,4,3 (4),['Göös'],"One word for the exam: pattern-matching. Some type of exercises are recurrent, so be sure to check exams of previous years"
CS-305,https://edu.epfl.ch/studyplan/en/master/computational-science-and-engineering/coursebook/software-engineering-CS-305,Software engineering,3.5 (2),4,3.5,4.5 (4),['Candea'],"You may need to catchup on some specific topics if they (topics like functional programming) come up in some code or in some pattern that is covered, but globally you don't need the prerequisites to understand the course.
*sourced from the web"
CS-305,https://edu.epfl.ch/studyplan/en/master/computational-science-and-engineering/coursebook/software-engineering-CS-305,Software engineering,3.5 (2),4,3.5,4.5 (4),['Candea'],"Work a lot on it but don't kill yourself on it. If you want to win the battle of the app, the initial idea is almost the only thing that can make you win or lose."
CS-305,https://edu.epfl.ch/studyplan/en/master/computational-science-and-engineering/coursebook/software-engineering-CS-305,Software engineering,3.5 (2),4,3.5,4.5 (4),['Candea'],"Work a lot on it but don't kill yourself on it. If you want to win the battle of the app, the initial idea is almost the only thing that can make you win or lose."
CS-308,https://edu.epfl.ch/studyplan/en/master/quantum-science-and-engineering/coursebook/quantum-computation-CS-308,Quantum computation,4 (1),5,3,3 (4),['Macris'],Be in class and do the exercises. Summarize the algorithm you'll see and compare the difference between them. You can directly create the sheet-cheat for the exam.
CS-308,https://edu.epfl.ch/studyplan/en/master/quantum-science-and-engineering/coursebook/quantum-computation-CS-308,Quantum computation,4 (1),5,3,3 (4),['Macris'],Be in class and do the exercises. Summarize the algorithm you'll see and compare the difference between them. You can directly create the sheet-cheat for the exam.
CS-320,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/computer-language-processing-CS-320,Computer language processing,3 (2),2,3.5,3 (6),['Kuncak'],"No, I do not have study tips for this course"
CS-320,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/computer-language-processing-CS-320,Computer language processing,3 (2),2,3.5,3 (6),['Kuncak'],"From what we did this year I would say, make sure you do the exercises to do well in the midterm. Obviously the labs are a big part of the grade, and so is the project : choose your extensions for the project wisely, they will greatly influence your workload. Choose compatible things that aren't extremely difficult."
CS-320,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/computer-language-processing-CS-320,Computer language processing,3 (2),2,3.5,3 (6),['Kuncak'],"From what we did this year I would say, make sure you do the exercises to do well in the midterm. Obviously the labs are a big part of the grade, and so is the project : choose your extensions for the project wisely, they will greatly influence your workload. Choose compatible things that aren't extremely difficult."
CS-322,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/introduction-to-database-systems-CS-322,Introduction to database systems,2.3 (3),1.7,2.3,3 (4),"['Anadiotis', 'Koch']","Spring 2024 edition (new called Data Intensive Systems): Watch the UC Berkeley CS-186 Intro to databases videos on youtube, they explain the same content (often using the same examples) much faster and clearer. Read in the book if you are unsure. The exams are graded very generous. Don’t colaborate on the labs, they do in-depth plagiarism check and will catch you."
CS-322,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/introduction-to-database-systems-CS-322,Introduction to database systems,2.3 (3),1.7,2.3,3 (4),"['Anadiotis', 'Koch']","Don't use AI for the labs, even though it is extremely tempting due to the unfair grading scheme. They run plagiarism checks (I learned about that the hard way...)"
CS-322,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/introduction-to-database-systems-CS-322,Introduction to database systems,2.3 (3),1.7,2.3,3 (4),"['Anadiotis', 'Koch']","Maybe don't go to the lecture and work with the book if you like it. Almost no one was on the last lecture. The exercise take time, don't start too late"
CS-322,https://edu.epfl.ch/studyplan/en/master/environmental-sciences-and-engineering/coursebook/introduction-to-database-systems-CS-322,Introduction to database systems,2.3 (3),1.7,2.3,3 (4),"['Anadiotis', 'Koch']","Maybe don't go to the lecture and work with the book if you like it. Almost no one was on the last lecture. The exercise take time, don't start too late"
CS-323,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/introduction-to-operating-systems-CS-323,Introduction to operating systems,2.5 (2),2.5,2.5,3 (5),['Kashyap'],"There was this book called operating systems in 3 easy steps (something like this), read it carefully and understand everything of the chapter. The final exam was really hard but I still got a 5.5 even though I barely completed half of the exam. It's helpful to remember some pseudo code, especially of those locks/mutex stuff, cuz you might need to write something similar. But the prof has changed so this info might be outdated."
CS-323,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/introduction-to-operating-systems-CS-323,Introduction to operating systems,2.5 (2),2.5,2.5,3 (5),['Kashyap'],Use the book Os in 3 easy steps as It has better explanations that the slides.
CS-323,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/introduction-to-operating-systems-CS-323,Introduction to operating systems,2.5 (2),2.5,2.5,3 (5),['Kashyap'],Use the book Os in 3 easy steps as It has better explanations that the slides.
CS-328,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/numerical-methods-for-visual-computing-and-ml-CS-328,Numerical methods for visual computing and ML,3.5 (2),4,2,3.5 (4),['Jakob'],no
CS-328,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/numerical-methods-for-visual-computing-and-ml-CS-328,Numerical methods for visual computing and ML,3.5 (2),4,2,3.5 (4),['Jakob'],Do the homework seriously as their grade will help a lot for the final grade.
CS-328,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/numerical-methods-for-visual-computing-and-ml-CS-328,Numerical methods for visual computing and ML,3.5 (2),4,2,3.5 (4),['Jakob'],Do the homework seriously as their grade will help a lot for the final grade.
CS-330,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/artificial-intelligence-CS-330,Artificial intelligence,2 (1),1,2,3 (4),['Faltings'],"Read the book, it's the same as the course presented and is much better and quicker than going to class. Also, take another class instead of this one."
CS-330,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/artificial-intelligence-CS-330,Artificial intelligence,2 (1),1,2,3 (4),['Faltings'],"Read the book, it's the same as the course presented and is much better and quicker than going to class. Also, take another class instead of this one."
CS-341,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/introduction-to-computer-graphics-CS-341,Introduction to computer graphics,5 (1),5,3,3 (6),['Pauly'],Start the project directly when it come. it is really short and if a member isn't working tell the staff they are chill with that.
CS-341,https://edu.epfl.ch/studyplan/en/bachelor/communication-systems/coursebook/introduction-to-computer-graphics-CS-341,Introduction to computer graphics,5 (1),5,3,3 (6),['Pauly'],Start the project directly when it come. it is really short and if a member isn't working tell the staff they are chill with that.
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],1. find a good group of people 2. understand the slides well conceptually to do well on the quizzes.
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"ADA's exam did completely evaluate speed
*sourced from the web"
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"possibility to file a complaint for the grade
*sourced from the web"
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"ADA's lectures are fun, and the slides are not necessarily self sufficient.
*sourced from the web"
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"I hated ada, but I'm glad I took it. The lectures are amazing. The exercises are well done, but the mix of group and personal work means you might feel forced to stay in the course for your teammates while having to do half the work individually. Do them, and do them well, as it's almost impossible to do well on the final. If you don't like being under pressure, you'll hate the final, you have no idea how well you did until the grade hits. (I didn't restate the positives as other people already did)
*sourced from the web"
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"take it, if you don't like it, drop it instantly
*sourced from the web"
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"to get a 6 you don’t need to do the whole exam (it wasn’t meant to be finished)
*sourced from the web"
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],No need to physically attend the lectures but there are quizz each week about the content of the previous lecture. You should do correctly the homeworks as they are worth 30% of the grade and can be done easily with external tools if needed. The project is time consuming and the exam almost unfinishable.
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"There are 4 grading methods : weekly quizzes, two homeworks, a project and the final exam. I recommend focusing as much as possible on the two homework because you can get really good grades, take the time to review the lesson before the quizz and take the appropriate time to choose your dataset for the project. Don't stress too much for the exam you'll do your best. To study for the final, review the homework and tutorials and do the past exams. You can prepare a cheat sheet on a notebook and put basic code or interesting functions or other cool code snippets."
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"Go to lectures is not mandatory but it helps, you can follow the lectures on zoom. Every week there is a graded quiz (15mins) with questions on last week's content. It's theoretical questions, I think it helps following the course. Would recommend doing the tutorials (labs) every week and spending time doing Homework (graded) correctly, since exam has the same format."
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"The exam is essentially what was done during the exercise sessions, so doing them during the semester really eases the exam preparation"
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],find a good group for the project and homeworks. Try to understand as much as possible the slide
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"Find a nice group. A lot of the credits rely on group work, and it can be truly amazing to work with nice people. Try to look for people as early as possible in order to find motivated people."
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"The main issue is that you have to choose a dataset for the project and some datasets are dead ends (Beers), at least it is what i feel."
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],Find a very good team and the semester will be very chill. Do the quizzes as a team.
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],Just find a good team. Mine was really bad so hard to work WAYYY too much to compensate for them.
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],Cheat. Meritocracy is a myth. Bullshit courses deserve bullshit effort.
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],The quizzes will force you to remain on top of your stuff but if anything there really isn't many ways for you to improve. Getting better at coding to do decently on the final is hard when you have many other classes so just find yourself a good group and hope your assigned TA is chill enough.
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"Do the labs weekly and look for a good team. Clear code and notebook organization is important for homeworks and project evaluation. In the exam, don't look for perfection, just try to cover the basics of each question and do as many as possible."
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"As already mentioned, find good teammates ! I had an amazing team and the workload wasn't too big thanks to that. For the quizzes don't expect to get always good scores, because they're hard even if you do them with your teammates. For the project, we get a really good grade by analyzing a lot of aspects of the data (same kind of graph but with diff variables) and using most of the notion of the labs. Thus, we did perform particularly hard or extravagant analysis of the data and still get a good gade. For the exam, I advise to do the previous exam and labs and count on luck because the exam was really hard and long."
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"Do the exercices really well, and don't forget the graph and network part"
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"Find a good group, since a lot of your grade depends on the two homeworks and the project (2023 edition)"
CS-401,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/applied-data-analysis-CS-401,Applied data analysis,4.5 (22),4.6,3.4,3.5 (8),['West'],"Find a good group, since a lot of your grade depends on the two homeworks and the project (2023 edition)"
CS-411,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/digital-education-CS-411,Digital education,4.8 (4),4.2,2.2,2.8 (4),"['Dillenbourg', 'Jermann']","Digital education takes much more time then you would think. ""Easy"" credits but you need to put in a lot of work.
*sourced from the web"
CS-411,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/digital-education-CS-411,Digital education,4.8 (4),4.2,2.2,2.8 (4),"['Dillenbourg', 'Jermann']",The slides are not necessarily easy to understand without having the explanation of the prof
CS-411,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/digital-education-CS-411,Digital education,4.8 (4),4.2,2.2,2.8 (4),"['Dillenbourg', 'Jermann']","Project and exam are not hard, just be interested in the content and it should be fine"
CS-411,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/digital-education-CS-411,Digital education,4.8 (4),4.2,2.2,2.8 (4),"['Dillenbourg', 'Jermann']","Do exams from previous years. Participate in class. Try to understand how to apply techniques taught in class to real examples. Even though you have many examples with lectures, coming up with ideas on how to apply the techniques can help you understand and also in the exam."
CS-411,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/digital-education-CS-411,Digital education,4.8 (4),4.2,2.2,2.8 (4),"['Dillenbourg', 'Jermann']","Do exams from previous years. Participate in class. Try to understand how to apply techniques taught in class to real examples. Even though you have many examples with lectures, coming up with ideas on how to apply the techniques can help you understand and also in the exam."
CS-412,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/software-security-CS-412,Software security,4 (2),4.5,3.5,3.5 (6),['Payer'],No. For capture the flags -- the easy ones worth the most points -- so maybe not spend way too much time on the hard ones.
CS-412,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/software-security-CS-412,Software security,4 (2),4.5,3.5,3.5 (6),['Payer'],The labs are challenging but definitely worth it. The exam is quite hard.
CS-412,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/software-security-CS-412,Software security,4 (2),4.5,3.5,3.5 (6),['Payer'],The labs are challenging but definitely worth it. The exam is quite hard.
CS-413,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/computational-photography-CS-413,Computational photography,4.5 (4),3.8,2,2.2 (5),['Süsstrunk'],"Choose your project teammate and the project well! A lot of people chose machine learning related stuff, while we chose to build a multispectral microscope! Used various technology - computer vision, 3D modeling and 3D printing, Raspberry Pi. As a result, the project is a lot more hands-on, and we had a blast! The class atmosphere is cool and our TA is great! Fun class in general."
CS-413,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/computational-photography-CS-413,Computational photography,4.5 (4),3.8,2,2.2 (5),['Süsstrunk'],It is interesting though requires a fair amount of job for the project
CS-413,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/computational-photography-CS-413,Computational photography,4.5 (4),3.8,2,2.2 (5),['Süsstrunk'],"Most of the work is the project, make sure you find a good team!"
CS-413,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/computational-photography-CS-413,Computational photography,4.5 (4),3.8,2,2.2 (5),['Süsstrunk'],"Most of the work is the project, make sure you find a good team!"
CS-420,https://edu.epfl.ch/studyplan/en/master/computer-science-cybersecurity/coursebook/advanced-compiler-construction-CS-420,Advanced compiler construction,4.4 (5),4.2,3.2,3.6 (4),['Schinz'],"The tests that you have are your disposions are programs. You just check that they execute correctly, but it is not enough to catch all mistakes and some edge cases.
*sourced from the web"
CS-420,https://edu.epfl.ch/studyplan/en/master/computer-science-cybersecurity/coursebook/advanced-compiler-construction-CS-420,Advanced compiler construction,4.4 (5),4.2,3.2,3.6 (4),['Schinz'],"The language is scala, the programming language you compile is a lisp but with oop stuff and garbage collection in the last lab
*sourced from the web"
CS-420,https://edu.epfl.ch/studyplan/en/master/computer-science-cybersecurity/coursebook/advanced-compiler-construction-CS-420,Advanced compiler construction,4.4 (5),4.2,3.2,3.6 (4),['Schinz'],"The code doesn't need to be too clean, if it passes the tests you're already quite good. Try to do the lab as fast as possible else you'll still work on the old lab while you receive the new one."
CS-420,https://edu.epfl.ch/studyplan/en/master/computer-science-cybersecurity/coursebook/advanced-compiler-construction-CS-420,Advanced compiler construction,4.4 (5),4.2,3.2,3.6 (4),['Schinz'],"The professor is not shy to help, so ask him for help if you’re stuck"
CS-420,https://edu.epfl.ch/studyplan/en/master/computer-science-cybersecurity/coursebook/advanced-compiler-construction-CS-420,Advanced compiler construction,4.4 (5),4.2,3.2,3.6 (4),['Schinz'],"The professor is not shy to help, so ask him for help if you’re stuck"
